Inspection ID,DBA Name,Facility Type,Risk,Inspection Date,Results,Violations,Community Area Name
2566584,"TAQUERIA LA HACIENDA, INC.",Restaurant,1.0,2022-11-04,0,"['25', '38', '43', '47']",GAGE PARK
2569051,BURGER KING #17392,Restaurant,2.0,2022-12-28,1,['55'],SOUTH LAWNDALE
2566618,HARMONY RESTAURANT,Restaurant,1.0,2022-11-04,0,"['10', '10', '22', '38', '55', '56']",GARFIELD RIDGE
2566642,PIAZZA BELLA OSTERIA,Restaurant,1.0,2022-11-07,0,"['38', '45', '47', '49', '55', '55', '56', '56', '58']",NORTH CENTER
2569038,THE REALREAL,Restaurant,2.0,2022-12-28,1,[],NEAR NORTH SIDE
2569039,EVOLVE BY HUDSON,Grocery Store,3.0,2022-12-28,1,[],OHARE
2566649,Beyond Green Partners,Catering,1.0,2022-11-07,1,"['10', '47', '53']",WEST TOWN
2566683,"GRAHAM CRACKERS DAYCARE CENTER IV, INC.",Children's Services Facility,1.0,2022-11-07,1,"['10', '38', '39', '47', '49', '53', '55', '55', '55']",ROSELAND
2566763,ALOHA POKE MADISON,Restaurant,1.0,2022-11-08,0,"['25', '54']",LOOP
2566771,ROUNDHOUSE CHICAGO,Restaurant,1.0,2022-11-08,2,"['3', '38', '49', '55', '56', '58']",LOGAN SQUARE
2566854,CHICAGO INDOOR SPORTS/RAZZMATAZZ FUN CENTER,Restaurant,2.0,2022-11-09,0,"['2', '10', '10', '38', '45', '55', '55', '55', '57']",NEW CITY
2566893,DUNKIN DOUNUTS / BASKIN ROBINS,Restaurant,2.0,2022-11-10,0,"['43', '49', '49', '50', '53', '54', '55', '55', '55']",LOOP
2568987,ENRICH MARKET,Grocery Store,3.0,2022-12-27,1,[],NEAR NORTH SIDE
2566900,"THE CRAB PAD 2, LLC",Restaurant,1.0,2022-11-10,1,"['16', '47', '48', '51', '51', '55']",NORTH CENTER
2566913,KINGS KIDDIE KINGDOM III,Children's Services Facility,1.0,2022-11-10,0,"['38', '38', '38', '39', '47', '51', '53', '55', '55']",CHATHAM
2568978,BELMONT DONUTS INC.,Restaurant,2.0,2022-12-27,1,[],DUNNING
2566933,ANTOJITOS MAJICOS LA MICHOACAN,Restaurant,1.0,2022-11-10,2,"['1', '2', '5', '10', '16', '37', '47', '47', '51', '53', '53', '55', '55', '55', '58']",ALBANY PARK
2566955,JAMAICA ISLAND JERK CHICKEN INCORPORATED,Restaurant,1.0,2022-11-10,1,"['53', '55', '55', '55']",NEW CITY
2567029,RIVERS,Restaurant,1.0,2022-11-14,0,"['2', '10', '10', '16', '16', '23', '25', '38', '56']",LOOP
2567040,WALGREENS # 09357,Grocery Store,3.0,2022-11-14,1,"['10', '38', '49', '55', '55']",WEST PULLMAN
2568965,ALLYS CONVENIENCE STORE,Grocery Store,3.0,2022-12-27,1,[],NEAR NORTH SIDE
2567058,LUCIANO'S GROCERY-18TH ST,Grocery Store,1.0,2022-11-15,0,"['1', '2', '3', '13', '15', '16', '22', '36', '38', '38', '45', '48', '49', '53', '55', '57']",LOWER WEST SIDE
2567115,"STATION RESTAURANT AND BAR, VINNY'S PIZZA BAR, BOO",Restaurant,1.0,2022-11-15,0,"['2', '10', '10', '10', '16', '23', '25', '29', '32', '55']",NEAR WEST SIDE
2567125,COOKIES AND CARNITAS,Restaurant,1.0,2022-11-15,0,"['16', '25', '29', '32', '37', '47', '47', '47', '55', '55', '57', '60']",EDGEWATER
2567139,SAVE BIG FOOD MART,Grocery Store,3.0,2022-11-16,1,['38'],SOUTH DEERING
2567183,THE FRONTIER,Restaurant,1.0,2022-11-16,1,"['10', '37', '47', '47', '51', '53', '56', '56', '57', '58']",WEST TOWN
2567237,"ALDEN VILLAGE NORTH, INC.",Long Term Care,1.0,2022-11-17,1,"['10', '47', '55', '55', '56']",ROGERS PARK
2567251,GORKHA KITCHEN LLC,Restaurant,1.0,2022-11-17,1,"['16', '37', '47', '47', '47', '49', '49', '55']",LAKE VIEW
2568908,7-ELEVEN #33908A,Restaurant,2.0,2022-12-22,1,['51'],NEAR NORTH SIDE
2567263,ARAMARK @ LOYOLA DENOBILI,Restaurant,1.0,2022-11-17,0,"['10', '22', '38', '39', '47', '47', '49', '55', '58', '60']",EDGEWATER
2567279,WING STOP #551,Restaurant,1.0,2022-11-17,1,"['51', '55', '55', '55']",ARCHER HEIGHTS
2567283,CAFE MIMOZA,Restaurant,1.0,2022-11-17,1,"['55', '57']",LINCOLN SQUARE
2567301,CHAVEZ MULTICULTURAL,School,1.0,2022-11-18,0,"['53', '54', '55', '55', '60']",NEW CITY
2567316,Starbucks Coffee #2428,Restaurant,2.0,2022-11-18,1,"['39', '41', '55', '55']",ROGERS PARK
2567323,KRISPY KRUNCHY CHICKEN,Restaurant,1.0,2022-11-18,0,"['1', '2', '3', '19', '36', '37', '41', '47', '48', '49', '49', '55', '55', '56', '57', '60']",WEST RIDGE
2567365,MILWAUKEE DAYCARE,Children's Services Facility,1.0,2022-11-21,0,"['55', '60']",AVONDALE
2568892,SONESTA  ES SUITES CHICAGO DOWNTOWN,Restaurant,3.0,2022-12-22,1,[],NEAR NORTH SIDE
2567374,T & C GROCERY MARKET 1 INC.,Grocery Store,3.0,2022-11-21,2,"['5', '10', '39', '47', '53', '53', '55', '55']",ALBANY PARK
2567379,MINDFUL BAKING CAFE,Restaurant,1.0,2022-11-21,0,"['10', '33', '38', '53', '53', '58']",LINCOLN SQUARE
2567389,SUPERMERCADO RIVERA INC.,Grocery Store,1.0,2022-11-21,0,"['38', '38', '40', '44', '51', '55', '55', '55', '55', '56']",ARCHER HEIGHTS
2567395,CHINA HO RESTAURANT,Restaurant,1.0,2022-11-21,2,"['1', '2', '22', '37', '39', '39', '41', '43', '45', '47', '47', '47', '49', '55', '55', '55', '55', '56']",WEST ELSDON
2567415,EL TARASCO,Restaurant,1.0,2022-11-21,0,"['25', '36', '37', '44', '47', '51', '55', '56']",ARCHER HEIGHTS
2568877,REGGIE'S STO,Grocery Store,3.0,2022-12-21,1,"['51', '55']",NORTH LAWNDALE
2567437,LA IGUANITA RESTAURANT,Restaurant,1.0,2022-11-22,2,"['2', '10', '15', '36', '38', '47', '53', '55', '55', '57', '60']",BRIGHTON PARK
2567461,DONG NE,Restaurant,1.0,2022-11-22,1,"['10', '39', '44', '49', '55', '56', '56']",LAKE VIEW
2568869,EL CARRITO,Restaurant,1.0,2022-12-21,1,"['47', '55']",WEST RIDGE
2567531,TALA QUICK MART,Grocery Store,3.0,2022-11-25,2,"['5', '38', '47', '55', '55']",AUSTIN
2567581,LA CEBOLLITA RESTAURANT,Restaurant,1.0,2022-11-28,0,"['10', '33', '36', '37', '38', '39', '44', '47', '48', '49', '51', '53', '55', '55', '55', '56', '56', '57']",ARCHER HEIGHTS
2567634,MARISCOS LUIS-ITO,Restaurant,1.0,2022-11-28,0,"['5', '14', '44', '47', '47', '47', '49', '51', '53', '55', '55', '56', '57', '60']",ARCHER HEIGHTS
2567651,ROGERS PARK FRUIT MARKET,Grocery Store,2.0,2022-11-29,1,"['10', '10', '35', '41', '47', '47', '49', '57']",ROGERS PARK
2568830,CLINTON STREET SMOKED MEATS,Restaurant,1.0,2022-12-21,1,[],NEAR WEST SIDE
2567705,"GRAHAM CRACKER'S DAYCARE CENTER II, INC",Children's Services Facility,1.0,2022-11-29,1,"['38', '53', '55', '55', '55']",ROSELAND
2567712,EL KAPORAL RESTAURANT,Restaurant,1.0,2022-11-29,0,"['25', '55']",ARCHER HEIGHTS
2567738,FOXTROT MARKET,Restaurant,2.0,2022-11-30,2,"['2', '10', '55']",NEAR NORTH SIDE
2567776,HOPSMITH TAVERN,Restaurant,1.0,2022-11-30,2,"['10', '10', '16', '22', '48', '55']",NEAR NORTH SIDE
2567790,R PUBLIC HOUSE,Restaurant,1.0,2022-11-30,1,"['10', '16', '37', '44', '47', '47', '55']",ROGERS PARK
2567798,CHINA LING,Restaurant,1.0,2022-11-30,1,"['16', '39', '44', '45', '47', '48', '49', '55', '55', '55', '56', '56']",WEST RIDGE
2567809,CHACHA MACHLIWALA,Restaurant,1.0,2022-11-30,1,"['39', '47', '51', '55', '55', '58']",WEST RIDGE
2567837,ALDRIDGE,School,1.0,2022-12-01,1,"['10', '38', '51', '53']",RIVERDALE
2567839,GUAPO TACO,Restaurant,1.0,2022-12-01,0,"['25', '44', '47', '47', '49', '51', '55', '55', '58']",BRIGHTON PARK
2567840,EGGY'S AND GODDESS AND THE BAKER,Restaurant,1.0,2022-12-01,1,"['37', '58']",NEAR NORTH SIDE
2567847,DR DETON J BROOKS HEADSTART,Daycare,1.0,2022-12-01,1,"['38', '47', '49', '51']",SOUTH SHORE
2567861,ZANIES COMEDY CLUBS INC,Restaurant,2.0,2022-12-01,2,"['2', '53', '55']",NEAR NORTH SIDE
2567862,DuBois,School,1.0,2022-12-01,0,"['10', '10', '38', '53', '55']",RIVERDALE
2567877,WHEATLEY C.P.C.,School,1.0,2022-12-01,0,"['10', '10', '47', '51', '53', '55', '56']",RIVERDALE
2567891,EL PLAN DE LOBOS,Restaurant,1.0,2022-12-01,0,"['3', '10', '16', '38', '38', '43', '44', '47', '49', '51', '51', '53', '55', '55', '55', '56', '58']",GAGE PARK
2567893,CHINA LAMP RESTAURANT,Restaurant,1.0,2022-12-01,1,"['38', '49', '55', '55', '55']",NEW CITY
2567898,ROBERTS FISH MARKET,Grocery Store,2.0,2022-12-01,1,"['55', '55']",WEST RIDGE
2567927,ALONTI CATERING,Catering,1.0,2022-12-05,1,"['51', '53', '55', '55']",BRIGHTON PARK
2568779,TAYLOR-MADE SCHOLARS EARLY LEARNING CENTER,Daycare,1.0,2022-12-20,1,[],CALUMET HEIGHTS
2567933,Henderson,School,1.0,2022-12-05,1,"['38', '55']",WEST ENGLEWOOD
2567940,LAA-MUSHKILA RESTAURANT,Restaurant,1.0,2022-12-05,0,"['8', '10', '10', '38', '38', '40', '44', '44', '45', '47', '47', '48', '49', '49', '55', '55', '55', '57', '58', '60']",EDGEWATER
2567980,GIORDANO'S RESTAURANT,Restaurant,1.0,2022-12-05,0,"['10', '10', '10', '22', '33', '38', '44', '47', '55', '57']",WEST ELSDON
2567993,LA TROPICANA,Restaurant,1.0,2022-12-05,0,"['25', '47', '55', '55']",HUMBOLDT PARK
2568019,SUPERMERCADO EL RANCHITO,Grocery Store,1.0,2022-12-06,0,"['10', '15', '21', '25', '36', '44', '47', '47', '47', '51', '55', '55', '55', '55', '57']",BRIGHTON PARK
2568764,YOUNG ACHIEVERS ACADEMY,Children's Services Facility,1.0,2022-12-20,1,['51'],GREATER GRAND CROSSING
2568024,MARTELLO'S RESTAURANT AND BAR,Restaurant,1.0,2022-12-06,2,"['25', '38', '56']",HERMOSA
2568030,JEWEL FOOD STORE #3344,Grocery Store,1.0,2022-12-06,1,"['40', '55', '55']",NEAR WEST SIDE
2568044,KIDS' WORK CHICAGO RIVERVIEW,Children's Services Facility,1.0,2022-12-06,1,"['55', '56']",AVONDALE
2568050,CROWN DAYCARE CENTER,Children's Services Facility,1.0,2022-12-06,1,"['55', '55']",UPTOWN
2568111,FARGO HEALTH CARE CENTER,Long Term Care,1.0,2022-12-07,2,"['8', '10', '10', '47', '51', '51', '51', '53', '55', '55', '55']",ROGERS PARK
2568155,FLASH HERNANDEZ TACOS,Mobile Food Preparer,2.0,2022-12-07,1,"['37', '38', '51']",LOWER WEST SIDE
2568177,CHEESIE'S TRUCK LLC,Mobile Food Preparer,2.0,2022-12-07,1,['37'],LOWER WEST SIDE
2568242,BIAN,Restaurant,1.0,2022-12-08,0,"['2', '10', '16', '22', '29', '36', '48', '48', '57', '58', '61']",NEAR NORTH SIDE
2568245,VICTOR RIOS,Bakery,2.0,2022-12-08,2,"['1', '2', '47', '49', '55', '56', '58']",EAST SIDE
2568290,FIRST ACADEMY,Children's Services Facility,1.0,2022-12-09,1,"['10', '55', '55', '57']",WEST RIDGE
2568314,CHICAGO JESUIT ACADEMY,School,1.0,2022-12-09,1,"['39', '44']",AUSTIN
2568331,LA PALMA SUPERMERCADO,Grocery Store,1.0,2022-12-12,0,"['10', '29', '32', '38', '38', '44', '47', '47', '51', '53', '55', '55', '57']",BRIGHTON PARK
2568341,CANT BELIEVE ITS NOT MEAT III,Restaurant,1.0,2022-12-12,2,"['5', '36']",NEAR NORTH SIDE
2568416,MEANINGFUL MILESTONES,Children's Services Facility,1.0,2022-12-13,1,"['36', '49', '51', '53', '55', '56']",AVONDALE
2568418,KINGDOM ACADEMY LEARNING CENTER,Children's Services Facility,1.0,2022-12-13,0,"['10', '10', '36', '48', '48', '51', '51', '53', '53', '54', '54', '55', '55', '55', '55', '55']",ROGERS PARK
2568428,FLORBENDER MIDDLE EAST FAST GRILLED FOOD INC.,Mobile Food Preparer,2.0,2022-12-13,0,"['38', '50']",EAST GARFIELD PARK
2568430,MI RANCHITO,Restaurant,1.0,2022-12-13,2,"['37', '39', '44', '45', '47', '47', '49', '60']",WEST ELSDON
2568674,"PAUL HOUSE & HEALTH CARE CENTER, LLC",Long Term Care,1.0,2022-12-19,1,[],IRVING PARK
2568656,JINN'S FRESH,Restaurant,1.0,2022-12-16,1,['47'],AUSTIN
2568526,LEXINGTON BETTY SMOKEHOUSE,Restaurant,1.0,2022-12-14,0,"['10', '37', '40', '45', '49', '51', '53', '54', '55', '55', '56', '56']",PULLMAN
2568559,TARGET STORE T-3207,Grocery Store,2.0,2022-12-15,2,"['2', '10', '38']",NEAR NORTH SIDE
2568582,HUA'S CHINESE CHOP SUEY EXPRESS,Restaurant,1.0,2022-12-15,1,"['47', '47', '49', '51', '55', '55']",SOUTH CHICAGO
2568623,GREEN HOUSE,Restaurant,2.0,2022-12-16,1,['55'],AVONDALE
2568678,2AM IZAKAYA,Restaurant,1.0,2022-12-19,0,"['3', '5', '14', '25', '29', '39', '44', '49', '55', '56', '57']",LINCOLN PARK
2568634,SWEATLODGE/REHYDRATE WATER BAR & CAFE,Restaurant,1.0,2022-12-16,1,"['43', '49']",PORTAGE PARK
2568817,"WARREN PARK HEALTH & LIVING CENTER, LLC",Long Term Care,1.0,2022-12-21,0,"['10', '38', '47', '49', '51', '51', '53', '55', '55', '55', '60']",WEST RIDGE
2568608,Seward,School,1.0,2022-12-16,0,['59'],NEW CITY
2568819,ANDY'S GROCERY,Grocery Store,2.0,2022-12-21,1,"['10', '55', '55']",SOUTH LAWNDALE
2568831,UNITED AMERICAN MUSLIM ASSOCIATION OF ILLINOIS INC,School,1.0,2022-12-21,0,"['1', '2', '3', '5', '10', '10', '10', '36', '37', '38', '38', '38', '48', '49', '51', '52', '55', '55', '56', '56', '57']",IRVING PARK
2568833,SEA CUCUMBER CITY,Grocery Store,3.0,2022-12-21,2,"['5', '37', '51', '55']",ARMOUR SQUARE
2568868,MEME GROCERY STORE,Grocery Store,3.0,2022-12-21,0,"['13', '38', '38', '49', '55', '55', '56']",AUSTIN
2568593,PIZZA FRIED CHICKEN ICE CREAM,Restaurant,1.0,2022-12-15,0,['59'],BRIDGEPORT
2569042,HOT SEAFOOD MARKET INC.,Restaurant,1.0,2022-12-28,0,"['3', '38', '51', '52', '54', '62']",ROSELAND
2569071,LA BURDICK CHICAGO LLC,Restaurant,2.0,2022-12-29,2,"['5', '22', '33', '55']",NEAR NORTH SIDE
2569091,SIAM PASTA LTD.,Restaurant,1.0,2022-12-29,1,"['10', '39', '39', '44', '49', '55', '56']",WEST RIDGE
2569100,JESSE'S PLACE RESTAURANT,Restaurant,1.0,2022-12-29,1,"['10', '38', '44', '53', '55', '55', '55']",GAGE PARK
2569141,SUPERMERCADO LA RAZA CORP,Grocery Store,1.0,2023-01-04,0,"['2', '5', '38', '47', '56', '58']",NEW CITY
2569144,THE BREAKFAST CLUB INC,Restaurant,1.0,2023-01-04,1,"['37', '41', '43', '44', '47', '47', '55', '55', '56', '57']",WEST TOWN
2569145,EINSTEIN BROS. BAGELS #3505,Restaurant,1.0,2023-01-04,2,"['10', '23', '35', '37', '41', '49', '49', '51', '55', '55', '55', '55']",NEAR NORTH SIDE
2569299,WESTIN RIVER NORTH CHGO HOTEL- MAIN KITCHEN,Restaurant,1.0,2023-01-06,0,"['2', '10', '16', '36', '37', '48', '49', '55', '55', '55', '55', '55', '57']",NEAR NORTH SIDE
2569312,EL TEXCAL RESTAURANT,Restaurant,1.0,2023-01-06,0,"['16', '47', '47', '52']",ALBANY PARK
2569347,COREY'S NYC BAGEL DELI,Restaurant,1.0,2023-01-09,1,"['55', '56', '56', '57']",NEAR NORTH SIDE
2569372,BURGER BARON,Restaurant,1.0,2023-01-09,1,"['15', '38', '41', '43', '49', '55', '55']",WEST TOWN
2569380,ALL DAY MONTESSORI,Daycare,1.0,2023-01-09,0,"['10', '38', '54', '55']",BEVERLY
2569381,"BURRITO ARCELIANO, INC.",Restaurant,1.0,2023-01-09,0,"['3', '10', '25', '36', '52', '53', '55', '55', '58']",IRVING PARK
2569383,BAR SIENA,Restaurant,1.0,2023-01-09,0,"['10', '10', '25', '38', '51', '53', '57', '58']",NEAR WEST SIDE
2569384,S2 EXPRESS GRILL,Restaurant,1.0,2023-01-09,2,"['2', '22', '36', '39', '56', '58']",NEW CITY
2569396,ME-GA CARNITAS,Restaurant,1.0,2023-01-09,1,"['51', '51']",WEST LAWN
2569466,NOBLE DAY CARE,Children's Services Facility,1.0,2023-01-11,1,"['15', '55']",WEST TOWN
2569470,MT MINI MARKET,Grocery Store,3.0,2023-01-11,0,"['3', '5', '36', '51', '53']",GREATER GRAND CROSSING
2569474,MICHIGAN FOOD MART & MORE INC.,Grocery Store,3.0,2023-01-11,1,"['53', '53', '55', '56']",GRAND BOULEVARD
2569490,HEARTS AND FLOUR BAKERY & CAFE,Restaurant,1.0,2023-01-11,2,"['47', '48', '54']",WEST RIDGE
2569492,AYA PASTRY,Bakery,2.0,2023-01-11,1,"['38', '51', '55', '55', '56']",WEST TOWN
2569511,PERFECT BEGINNINGS CHILD DEVELOPMENT CENTER,Daycare,1.0,2023-01-11,0,"['10', '38', '54', '55']",WEST PULLMAN
2569516,"ST. IGNATIUS COLLEGE PREP, INC.",School,1.0,2023-01-11,1,"['37', '37']",NEAR WEST SIDE
2569525,5 STAR CHILDCARE DEVELOPMENT CENTER INC.,Children's Services Facility,1.0,2023-01-11,1,"['55', '55', '55']",EAST GARFIELD PARK
2569578,GALLISTEL LANGUAGE ACADEMY,School,1.0,2023-01-12,0,"['10', '10', '36', '38', '47', '49', '53', '53', '55', '55', '56', '56']",EAST SIDE
2568488,HYATT PLACE CHICAGO SOUTH,Restaurant,1.0,2022-12-14,1,"['55', '57']",HYDE PARK
2569608,POTSTICKER HOUSE INC.,Restaurant,1.0,2023-01-12,0,"['3', '10', '36', '37', '38', '39', '47', '49', '51', '53', '55', '55', '55', '57', '58']",BRIDGEPORT
2569614,MISKI BAKERY,Bakery,1.0,2023-01-12,1,"['37', '37', '51', '55']",DUNNING
2568479,AVVIO INC,Restaurant,1.0,2022-12-14,1,"['47', '57']",IRVING PARK
2569618,THE BALLPARK PUB,Restaurant,1.0,2023-01-12,0,"['2', '10', '38', '58']",BRIDGEPORT
2569642,"BETHEL NEW LIFE, INC.",Long Term Care,1.0,2023-01-13,1,"['43', '49', '49', '55']",AUSTIN
2569684,SWANSON'S BEVERLY RITZ,Restaurant,1.0,2023-01-13,0,"['38', '40', '41', '45', '49', '53', '55', '55']",BEVERLY
2568462,FARMAIR'S MARKET,Grocery Store,3.0,2022-12-13,1,[],OHARE
2569703,AGLAIA COFFEE AND TEA COMPANY,Restaurant,2.0,2023-01-13,1,"['47', '51', '53', '55', '55']",WEST TOWN
2569717,L + L PIZZERIA,Restaurant,1.0,2023-01-13,0,"['25', '48', '53', '54', '57']",MCKINLEY PARK
2569801,THE WORM HOLE,Restaurant,2.0,2023-01-17,0,"['10', '38', '55', '55']",WEST TOWN
2568440,KING FOOD DRIVE,Grocery Store,3.0,2022-12-13,2,"['5', '53', '55']",GREATER GRAND CROSSING
2569855,GALLERY CAFE,Restaurant,2.0,2023-01-18,0,"['10', '15', '37', '38', '40', '55', '55', '57']",WEST TOWN
2569898,WINDY CITY CAFE,Restaurant,1.0,2023-01-19,1,"['36', '37', '39', '43', '44', '51', '55', '57']",WEST TOWN
2569901,SAGE DINING SERVICES,School,1.0,2023-01-19,2,"['1', '2', '10', '47', '53']",LAKE VIEW
2568434,HILLIARD APARTMENTS,Golden Diner,1.0,2022-12-13,1,[],NEAR SOUTH SIDE
2569941,FRANCESCA'S ON CHESTNUT,Restaurant,1.0,2023-01-19,2,"['11', '35']",NEAR NORTH SIDE
2569973,STANDING PASSENGERS INC.,Restaurant,2.0,2023-01-20,1,"['55', '55']",WEST TOWN
2570012,LA FIESTA RESTAURANT,Restaurant,1.0,2023-01-20,1,"['38', '39', '45', '49', '55', '58']",MOUNT GREENWOOD
2570014,CHENGDU IMPRESSION SICHUAN CUISINE,Restaurant,1.0,2023-01-20,0,"['2', '5', '10', '10', '39', '44', '51', '54', '56', '56', '56', '61']",WEST TOWN
2570032,LUSH WINE & SPIRITS,Restaurant,1.0,2023-01-20,2,"['10', '23', '37', '39', '51', '55', '55', '55', '55', '56']",WEST TOWN
2570054,WE ARE THE FUTURE PRESIDENTS,Daycare,1.0,2023-01-23,0,"['38', '47', '47', '51', '55', '55']",WASHINGTON HEIGHTS
2570076,GREEN GROCER CHICAGO,Grocery Store,2.0,2023-01-23,2,"['2', '36', '55', '55', '56', '57']",WEST TOWN
2570086,KONG DOG,Restaurant,1.0,2023-01-23,0,"['38', '39', '55', '55', '58']",NEAR WEST SIDE
2570087,CASSAVA,Catering,1.0,2023-01-23,0,"['3', '36', '37', '47', '49', '51', '53', '54', '55', '55', '57']",IRVING PARK
2570110,TEA NINJA,Restaurant,2.0,2023-01-23,0,"['1', '2', '10', '10', '16', '41', '47', '47', '48', '48', '49', '51', '57']",LAKE VIEW
2570148,SNICKER'S BAR  & GRILL,Restaurant,1.0,2023-01-24,1,"['10', '38', '39', '39', '41', '47']",NEAR NORTH SIDE
2570184,LUVIANOS FAST FOOD,Restaurant,1.0,2023-01-25,0,"['48', '51', '57', '58']",NEW CITY
2570188,"Green, W.",School,1.0,2023-01-25,0,"['38', '38', '55', '55', '57']",WASHINGTON HEIGHTS
2570205,CHARLIE BAGGS CULINARY INNOVATIONS,Catering,2.0,2023-01-23,1,"['38', '47', '55']",NEAR NORTH SIDE
2570233,BAMENDA FRESH ON JEFFERY,Grocery Store,2.0,2023-01-25,0,"['3', '10', '38', '38', '38', '47', '47', '51', '53', '55', '56', '57']",SOUTH DEERING
2570245,HORIZON SCIENCE ACADEMY McKINLEY PARK,School,1.0,2023-01-26,1,"['10', '39', '53']",NEW CITY
2570247,GREEN BEAN DAY SCHOOL + NURSERY,Children's Services Facility,1.0,2023-01-26,0,"['10', '10', '38', '51', '55', '55', '55', '56']",NEAR NORTH SIDE
2570347,OMAKIN RESTAURANTS,Restaurant,2.0,2023-01-27,0,"['16', '47', '55', '55', '56']",GREATER GRAND CROSSING
2570381,DEAR MARGARET,Restaurant,1.0,2023-01-27,1,"['38', '40', '44']",LAKE VIEW
2570447,MORSE GREEN ARCH FOOD MART,Grocery Store,3.0,2023-01-30,0,"['5', '10', '38', '38', '39', '49', '51', '51', '53', '54', '55', '55', '55', '55']",ROGERS PARK
2570458,AFRICAN FOOD PALACE,Restaurant,1.0,2023-01-30,1,"['10', '37', '38', '39', '44', '47', '55', '55', '55', '56', '57']",SOUTH CHICAGO
2568297,CASA DEI BAMBINI MONTESSORI,Children's Services Facility,1.0,2022-12-09,1,[],ALBANY PARK
2570534,4 SEASONS,Restaurant,1.0,2023-02-01,2,"['1', '2', '10', '55', '56', '58']",NEW CITY
2570554,SEVEN TREASURES,Restaurant,1.0,2023-02-01,1,"['38', '41', '45', '49', '53', '55', '55', '57']",ARMOUR SQUARE
2570565,JAY'S BACKYARD BBQ,Restaurant,1.0,2023-02-01,1,"['10', '10', '10', '41', '47', '49', '53', '55', '55', '57', '58']",AUSTIN
2570595,JAKE'S PUP IN THE RUF INC,Restaurant,1.0,2023-02-02,1,"['47', '47', '55', '58']",UPTOWN
2570608,JOSEPH WARREN ELEMENTARY,School,1.0,2023-02-02,0,"['10', '10', '38', '44', '47', '49', '50', '51', '53', '55', '55', '55']",CALUMET HEIGHTS
2570640,"INA MAE TAVERN & PACKAGED GOODS, INC",Restaurant,1.0,2023-02-02,1,"['37', '47', '51', '51', '54', '55', '56']",WEST TOWN
2570649,HIENIE'S,Restaurant,1.0,2023-02-02,0,"['38', '38', '41', '47', '47', '47', '48', '49', '51', '53', '55', '55', '55', '55', '56', '56', '57', '58']",SOUTH DEERING
2570660,ANGIE'S,Restaurant,1.0,2023-02-02,1,"['38', '49', '55']",ASHBURN
2570687,63RD & MOZART FOOD MART INC.,Grocery Store,1.0,2023-02-03,0,"['48', '50', '53', '53']",CHICAGO LAWN
2570705,AL SULTAN LIMITED,Grocery Store,2.0,2023-02-03,1,"['3', '5', '41', '55', '55', '57']",SOUTH SHORE
2570727,NEW GREAT WALL BBQ,Restaurant,1.0,2023-02-03,0,"['38', '38', '48', '55', '55', '55', '57', '58']",ARMOUR SQUARE
2570743,BOUKAROU LUNCH,Restaurant,1.0,2023-02-03,2,"['2', '37', '43', '47', '47', '55', '55', '55', '56', '56', '58']",EDGEWATER
2570756,Mr. Mediterranean Grill,Restaurant,1.0,2023-02-03,1,"['51', '55', '55', '58']",WEST RIDGE
2570775,EASY STREET PIZZA & PATIO,Restaurant,1.0,2023-02-06,1,"['47', '47', '54', '55', '55']",IRVING PARK
2570825,ARAMARK - CCD PATIENT KITCHEN,Hospital,1.0,2023-02-06,0,"['28', '38', '47', '47', '49', '55', '56', '57', '58']",HYDE PARK
2570851,LA ESTRELLA,Grocery Store,1.0,2023-02-07,2,"['1', '2', '10', '39', '45', '47', '47', '47', '54', '55', '57', '58']",SOUTH LAWNDALE
2570934,CAMRAS ELEMENTARY SCHOOL,School,1.0,2023-02-08,2,"['10', '56', '56']",BELMONT CRAGIN
2570963,JORDAN HEAVEN FISH & CHICKEN,Restaurant,1.0,2023-02-08,0,"['1', '2', '3', '5', '8', '10', '10', '10', '37', '38', '39', '41', '49', '51', '51', '53', '54', '55', '55', '55', '56', '56', '57', '58']",HUMBOLDT PARK
2570973,LA VILLA,Restaurant,1.0,2023-02-08,0,"['10', '22', '23', '25', '53']",IRVING PARK
2568214,SWEET TREATS CHICAGO,Restaurant,2.0,2022-12-08,1,[],NEW CITY
2568216,PTCI EXPRESS,Restaurant,1.0,2022-12-08,1,[],WEST TOWN
2571019,ROSELAND STOP & SHOP,Grocery Store,3.0,2023-02-09,0,"['2', '3', '5', '10', '10', '16', '16', '38', '38', '47', '47', '47', '48', '48', '51', '53', '53', '55', '55', '55']",ROSELAND
2571105,John Murphy Elementary,School,1.0,2023-02-10,0,"['10', '52', '53', '60']",IRVING PARK
2571133,THE EGG ROLL LADY,Restaurant,1.0,2023-02-10,0,"['2', '10', '10', '36', '38', '41', '43', '47', '49', '50', '53', '55', '55', '55', '56', '57', '58']",HUMBOLDT PARK
2568185,CHICAGO FRENCH PRESS,Restaurant,2.0,2022-12-07,1,[],LOOP
2571230,TAQUERIA LA PLACITA,Restaurant,1.0,2023-02-14,2,"['56', '56', '58', '60']",MCKINLEY PARK
2571239,KAZE SUSHI & THAI,Restaurant,1.0,2023-02-14,0,"['3', '25', '47', '56', '60', '61']",BELMONT CRAGIN
2571272,WHITE CASTLE #57,Restaurant,2.0,2023-02-15,1,"['49', '49', '54', '55', '55']",CHICAGO LAWN
2571307,TAQUERIA LOS COMPADRES,Restaurant,1.0,2023-02-16,0,"['3', '5', '38', '58']",BRIGHTON PARK
