Inspection ID,DBA Name,Facility Type,Risk,Inspection Date,Results,Violations,Community Area Name
2594450,VALERIO'S TROPICAL BAKESHOP,Bakery,1.0,2024-05-13,1,[],ALBANY PARK
2594363,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Restaurant,1.0,2024-05-10,1,[],NEAR WEST SIDE
2594351,J AND L FAMILY LEARNING CENTER 2,Children's Services Facility,1.0,2024-05-10,1,"['49', '55']",ROSELAND
2594291,D'NUEZ,Restaurant,1.0,2024-05-09,1,"['51', '55']",BRIGHTON PARK
2594278,SUMMER HOUSE SANTA MONICA/STELLA BARRA PIZZERIA,Restaurant,1.0,2024-05-09,1,"['16', '49', '51', '55']",LINCOLN PARK
2594268,LINCOLN PARK PRESCHOOL AND KINDERGARTEN,Children's Services Facility,1.0,2024-05-09,1,[],LINCOLN PARK
2594261,SCAFURI BAKERY,Restaurant,1.0,2024-05-09,1,[],NEAR WEST SIDE
2594198,YUZU SUSHI AND ROBATA GRILL,Restaurant,1.0,2024-05-08,1,['47'],WEST TOWN
2594179,PETE'S FRESH MARKET #18,Grocery Store,1.0,2024-05-08,1,[],ASHBURN
2594082,"L AND L LUVABLE DAY CARE,INC",Daycare,1.0,2024-05-07,1,[],SOUTH CHICAGO
2594083,PETERSON PK HEALTH CARE CENTER,Long Term Care,1.0,2024-05-07,1,[],NORTH PARK
2594090,WILLIAM BROWN ELEMENTARY SCHOOL,School,1.0,2024-05-07,1,[],NEAR WEST SIDE
2594057,SEASHELL,Restaurant,2.0,2024-05-06,0,"['2', '3', '22', '33', '38', '38', '39', '49', '53', '55', '55', '55', '56']",NORTH LAWNDALE
2594062,MONTGOMERY PLACE,Long Term Care,1.0,2024-05-06,1,"['49', '55']",HYDE PARK
2594059,FRANKIN'S BAKERY,Bakery,2.0,2024-05-06,1,['51'],HERMOSA
2594023,DREW'S ON HALSTED,Restaurant,1.0,2024-05-06,1,[],LAKE VIEW
2594016,ANYTIME NUTRITION,Grocery Store,2.0,2024-05-06,1,[],BELMONT CRAGIN
2594009,JORDYN'S SOUL CAFE INC,Restaurant,1.0,2024-05-06,1,[],HYDE PARK
2594001,"UNIVERSITY KIDS EARLY LEARNING CENTER, INC.",Children's Services Facility,1.0,2024-05-06,1,"['55', '55']",WOODLAWN
2593967,Big Star,Restaurant,1.0,2024-05-03,1,[],WEST TOWN
2593947,SINYA,Restaurant,1.0,2024-05-03,1,[],NEAR NORTH SIDE
2593951,GIOIA RISTORANTE E PASTIFICIO,Restaurant,1.0,2024-05-03,1,[],NEAR WEST SIDE
2593926,BANQUETES LA GLORIA 47TH ST,Restaurant,1.0,2024-05-03,1,[],ARCHER HEIGHTS
2593933,SKY CHOP SUEY INC,Restaurant,1.0,2024-05-03,0,['38'],ASHBURN
2593911,HERITAGE RESTAURANT & CAVIAR BAR,Restaurant,1.0,2024-05-03,1,"['10', '54']",WEST TOWN
2593912,SIP & SAVOR,Restaurant,1.0,2024-05-03,1,"['49', '55']",HYDE PARK
2593901,THE FAT SHALLOT,Mobile Food Preparer,2.0,2024-05-03,1,[],LOWER WEST SIDE
2593890,COURTYARD BY MARRIOTT,Restaurant,1.0,2024-05-03,1,[],NEAR NORTH SIDE
2593900,URBAN TABLES,Catering,1.0,2024-05-03,2,['2'],ROGERS PARK
2593885,ECUADORIAN GUSS BAKERY,Restaurant,1.0,2024-05-03,0,"['3', '23', '36', '37', '37', '38', '40', '44', '47', '53', '54', '55']",ALBANY PARK
2593867,Rainbow Cone,Restaurant,2.0,2024-05-02,1,"['10', '51']",WEST TOWN
2593846,3 KINGS JERK & SOUL LLC,Restaurant,1.0,2024-05-02,1,"['55', '56']",AUSTIN
2593842,CHEF ART SMITH'S REUNION RESTAURANT,Restaurant,1.0,2024-05-02,1,['33'],NEAR NORTH SIDE
2593826,DIMO'S PIZZA WRIGLEYVILLE,Restaurant,1.0,2024-05-02,1,[],LAKE VIEW
2593795,7 HEAVEN FOOD MART,Grocery Store,3.0,2024-05-02,1,['55'],ROGERS PARK
2593790,RUSH UNIVERSITY MEDICAL CENTER,Hospital,1.0,2024-05-02,1,"['55', '55']",NEAR WEST SIDE
2593886,CHICAGO CUT STEAKHOUSE,Restaurant,3.0,2024-05-02,1,[],NEAR NORTH SIDE
2593766,JERK MAN,Restaurant,1.0,2024-05-01,1,"['40', '43', '47', '47', '47', '49', '49', '53', '55', '56', '56', '57', '58']",GREATER GRAND CROSSING
2593756,DUNKIN DONUTS,Restaurant,2.0,2024-05-01,1,['10'],ASHBURN
2593745,CHELY'S,Shared Kitchen,1.0,2024-05-01,1,[],WEST RIDGE
2593722,INDUSTRY ALES,Restaurant,3.0,2024-04-30,1,[],LOOP
2593690,BIG TONY'S,Restaurant,1.0,2024-04-30,1,[],AUSTIN
2593658,Piccolo Specialty School,School,1.0,2024-04-30,1,[],HUMBOLDT PARK
2593620,MOJO,Restaurant,2.0,2024-04-29,1,[],LOOP
2593602,GOURMET GORILLA,Catering,1.0,2024-04-29,1,[],LOWER WEST SIDE
2593549,LOS PRIMOS FRESH MARKET & TAQUERIA LLC,Grocery Store,1.0,2024-04-29,1,"['38', '47', '49', '55', '55']",GARFIELD RIDGE
2593513,ADVOCATE TRINITY HOSPITAL,Hospital,1.0,2024-04-26,2,[],CALUMET HEIGHTS
2593477,ELAINE'S CHOP SUEY 1,Restaurant,1.0,2024-04-26,1,[],NEW CITY
2593458,MORRISON'S SOUL FOOD,Restaurant,1.0,2024-04-25,0,"['37', '37', '38', '39', '41', '43', '44', '47', '47', '48', '49', '53', '54', '55', '55', '55', '55', '60']",GREATER GRAND CROSSING
2593459,PIECE OUT,Restaurant,3.0,2024-04-25,1,[],WEST TOWN
2593462,"JAMAICA JERK SPICE, INC",Restaurant,1.0,2024-04-25,1,"['10', '38']",WOODLAWN
2593448,AJAWAAH SWEETS,Restaurant,1.0,2024-04-25,1,[],WEST RIDGE
2593413,NICK'S GYROS,Restaurant,1.0,2024-04-25,0,"['1', '2', '3', '10', '16', '21', '37', '38', '39', '41', '45', '47', '49', '55']",WEST ENGLEWOOD
2593402,BARTACO,Restaurant,1.0,2024-04-25,1,['58'],WEST TOWN
2593394,Tropical Smoothie Cafe,Restaurant,2.0,2024-04-25,1,[],LINCOLN SQUARE
2593363,TACO & BURRITO HOUSE,Restaurant,1.0,2024-04-24,1,"['49', '58']",LINCOLN PARK
2593359,ESTHER'S ICE CREAM,Mobile Food Dispenser,3.0,2024-04-24,1,[],NEAR WEST SIDE
2593349,BRODYS HOUSE OF COOKED FISH & CHICKEN,Restaurant,2.0,2024-04-24,1,"['63', '64']",GREATER GRAND CROSSING
2593345,DEL-KAR PHARMACY INC,Grocery Store,3.0,2024-04-24,1,['36'],NORTH LAWNDALE
2593323,PRECIOUS LITTLE ONE'S LEARNING CENTER,Children's Services Facility,1.0,2024-04-24,1,['55'],WASHINGTON PARK
2593295,QUANG NOODLE,Shared Kitchen,1.0,2024-04-23,1,[],WEST RIDGE
2593286,SUBWAY,Restaurant,1.0,2024-04-23,1,[],SOUTH SHORE
2593244,MOTHER PREPPER,Shared Kitchen,1.0,2024-04-23,1,[],LOGAN SQUARE
2593203,BOB'S PIZZA,Restaurant,1.0,2024-04-22,1,['51'],HYDE PARK
2593179,IT'SUGAR,Grocery Store,3.0,2024-04-22,1,[],NEAR NORTH SIDE
2593188,LINCOLN PK COOPERATIVE NURSERY,Daycare,1.0,2024-04-22,1,[],LINCOLN PARK
2593181,MAKKI MART CORP,Grocery Store,2.0,2024-04-22,1,[],WEST RIDGE
2593157,PANDA EXPRESS #1422,Restaurant,1.0,2024-04-22,1,"['55', '58']",MORGAN PARK
2593132,Olive-Harvey Middle College (YCCS),School,3.0,2024-04-22,1,['10'],PULLMAN
2593117,MAC DYNAMITE,Shared Kitchen,1.0,2024-04-22,1,[],EDGEWATER
2593102,LITTLE MIRACLES DAYCARE & LEARNING ACADEMY INC.,Daycare,1.0,2024-04-19,1,['55'],SOUTH CHICAGO
2593081,THE QUEEN MARY,Restaurant,1.0,2024-04-19,1,[],WEST TOWN
2593007,MARISCOS EL BARBAS,Restaurant,1.0,2024-04-18,1,['47'],ALBANY PARK
2592994,CULVER'S OF MIDWAY,Restaurant,1.0,2024-04-18,2,"['10', '55', '58']",CLEARING
2592985,JERSEY MIKES,Restaurant,1.0,2024-04-18,1,[],NEAR WEST SIDE
2592950,LA ESCUELITA NUMERO CUATRO,Children's Services Facility,1.0,2024-04-17,1,[],AUSTIN
2592945,CRUMBL COOKIES,Bakery,2.0,2024-04-17,1,[],LAKE VIEW
2592942,BURGER KING #5818,Restaurant,2.0,2024-04-17,1,[],EAST SIDE
2592938,MIMI'S KIMBAP LLC,Shared Kitchen,1.0,2024-04-17,1,[],NEAR NORTH SIDE
2592919,MARRIOTT MARQUIS CHICAGO,Restaurant,1.0,2024-04-17,1,[],NEAR SOUTH SIDE
2592888,CHICAGO NO SAUCE BOSS,Restaurant,1.0,2024-04-16,2,"['56', '60']",GRAND BOULEVARD
2592867,G & N SNACK SHOP,Restaurant,1.0,2024-04-16,2,"['2', '10', '10', '22', '23', '37', '41', '45', '47', '47', '49', '49', '54', '55', '55', '57']",AUSTIN
2592864,AFC SUSHI @ JEWEL OSCO#2502,Grocery Store,1.0,2024-04-16,1,[],LINCOLN PARK
2592861,AIN'T SHE SWEET CAFE,Restaurant,1.0,2024-04-16,1,[],GRAND BOULEVARD
2592858,TACO BELL,Restaurant,1.0,2024-04-16,1,[],NEAR NORTH SIDE
2592829,STEAK & EGGER,Restaurant,1.0,2024-04-16,1,[],LOWER WEST SIDE
2592845,CHICK-FIL-A  LOYOLA WATER TOWER,Restaurant,1.0,2024-04-16,1,"['55', '55', '56']",NEAR NORTH SIDE
2592818,CHIP CITY,Bakery,2.0,2024-04-16,0,"['52', '57']",NEAR NORTH SIDE
2592778,PROVARE,Restaurant,1.0,2024-04-15,0,"['16', '43', '48', '49', '51', '55', '55', '55']",WEST TOWN
2592772,QUESADILLA LA REINA DEL SUR INC.,Restaurant,1.0,2024-04-15,1,[],LOGAN SQUARE
2592751,EMILIANO ZAPATA ACADEMY,School,1.0,2024-04-15,2,['2'],SOUTH LAWNDALE
2592744,A TAVOLA,Restaurant,1.0,2024-04-15,1,['49'],WEST TOWN
2592710,APPLE SPICE BOX LUNCH DELIVERY AND CATERING CO.,Catering,1.0,2024-04-15,1,['55'],NEAR WEST SIDE
2592716,Vanderpoel Magnet,School,1.0,2024-04-15,1,[],BEVERLY
2592693,LOVELYLAND LEARNING LAB CORPORATION,Children's Services Facility,1.0,2024-04-12,1,"['44', '49', '55', '55', '55', '55', '55', '56', '56']",AUBURN GRESHAM
2592694,CITY BIRD TENDERS,Restaurant,1.0,2024-04-12,1,['40'],NEAR WEST SIDE
2592681,CAFE ISTANBUL,Restaurant,1.0,2024-04-12,1,"['39', '55']",WEST TOWN
2592628,101 CLUB,Restaurant,1.0,2024-04-12,1,[],NEAR NORTH SIDE
2592585,"CHICAGO EMPANADA MAMA, LLC",Restaurant,1.0,2024-04-11,1,[],WEST TOWN
2592565,QUEEN OF ANGELS SCHOOL,School,1.0,2024-04-11,1,['55'],LINCOLN SQUARE
2592548,EVERETT ELEMENTARY,School,1.0,2024-04-11,1,[],MCKINLEY PARK
2592546,Food 4 Less Midwest #552,Grocery Store,1.0,2024-04-11,0,"['1', '2', '3', '10', '36', '37', '38', '47', '47', '49', '53', '55', '55', '55', '55', '56', '57']",WEST ENGLEWOOD
2592544,HARTGROVE HOSPITAL,Hospital,1.0,2024-04-11,1,[],AUSTIN
2592511,FUNG'S CHOP SUEY,Restaurant,1.0,2024-04-10,1,[],KENWOOD
2592510,NEW STONY SUMBARINE INC.,Restaurant,1.0,2024-04-10,1,[],AVALON PARK
2592507,A TASTE OF HEAVEN,Restaurant,1.0,2024-04-10,1,[],EDGEWATER
2592504,LA BARCA LLC,Restaurant,1.0,2024-04-10,1,"['55', '58']",CHICAGO LAWN
2592482,THE HAPPY LOBSTER,Mobile Food Preparer,2.0,2024-04-10,1,"['16', '37', '51', '55']",LOWER WEST SIDE
2592470,HERITAGE WOODS OF CHICAGO,Long Term Care,1.0,2024-04-10,1,[],EAST GARFIELD PARK
2592449,BANH MI & CO.,Restaurant,1.0,2024-04-09,1,"['51', '56']",LAKE VIEW
2592450,HUNAN EGG ROLL KING,Restaurant,1.0,2024-04-09,1,[],UPTOWN
2592437,EL TACO AZTECA BRIDGEPORT,Restaurant,1.0,2024-04-09,0,"['1', '2', '5', '10', '10', '10', '10', '15', '38', '48', '49', '51', '55', '58', '61']",BRIDGEPORT
2592432,WOLVERINE TRADING LLC,Restaurant,1.0,2024-04-09,1,[],LOOP
2592393,CHICK-FIL-A IL MEDICAL DISTRICT,Restaurant,1.0,2024-04-09,1,[],NEAR WEST SIDE
2592367,JOLLY INN RESTAURANT,Restaurant,1.0,2024-04-08,2,"['6', '8', '21', '22', '38', '39', '39', '41', '47', '47', '49', '51', '53', '55', '56']",DUNNING
2592346,SWEET MANDY B'S,Restaurant,2.0,2024-04-08,1,[],NEAR NORTH SIDE
2592350,WILD HARE,Restaurant,1.0,2024-04-08,0,"['10', '23', '25', '36', '38', '49', '50', '52', '53', '55', '55', '56', '56', '56', '56', '57']",LINCOLN PARK
2592319,JIMMY JOHNS,Restaurant,1.0,2024-04-08,1,['56'],LOOP
2592310,CONNIE'S PIZZA MDW,Restaurant,1.0,2024-04-08,1,['49'],GARFIELD RIDGE
2592294,GARRETT POPCORN SHOP MDW-B,Restaurant,2.0,2024-04-08,1,[],GARFIELD RIDGE
2592299,"LA SALLE CAFE LUNA, INC.",Restaurant,1.0,2024-04-08,1,[],LOOP
2592280,SUSHI MURA CHICAGO,Restaurant,1.0,2024-04-05,1,['57'],LAKE VIEW
2592233,EL PRESIDENTE RESTAURANT,Restaurant,1.0,2024-04-05,0,"['1', '2', '10', '25', '28', '37', '39', '39', '47', '47', '48', '49', '56', '57', '58', '61']",LINCOLN PARK
2592227,MR QUILES MEXICAN FOOD,Mobile Food Preparer,2.0,2024-04-05,1,"['45', '47']",LOWER WEST SIDE
2592223,LA GUERITA MEXICAN SHACK,Mobile Food Preparer,2.0,2024-04-05,1,[],LOWER WEST SIDE
2592211,NORTH RIVER ELEMENTARY,School,1.0,2024-04-05,1,"['47', '56']",ALBANY PARK
2592182,IT TAKES A VILLAGE,Daycare,1.0,2024-04-04,1,"['51', '53', '55']",HUMBOLDT PARK
2592175,Emerald Isle,Restaurant,1.0,2024-04-04,1,[],EDISON PARK
2592140,MACHETES & MACHETACOS INC.,Restaurant,1.0,2024-04-04,1,"['55', '58']",GARFIELD RIDGE
2592134,WHIPPLE LIQUORS,Liquor,3.0,2024-04-04,0,"['5', '28', '38', '38', '38', '49', '50', '51', '51', '53', '54', '55', '55', '55', '56']",EAST GARFIELD PARK
2592126,EL CABALLO LOCCO,Restaurant,1.0,2024-04-04,0,[],IRVING PARK
2592128,TAYLOR'S TACOS,Restaurant,1.0,2024-04-04,1,['51'],NEAR WEST SIDE
2592106,KUBO,Restaurant,1.0,2024-04-04,1,"['51', '56']",LAKE VIEW
2592101,"ALBANY PARK COMMUNITY CENTER,INCORPORATED",Children's Services Facility,1.0,2024-04-04,1,[],NORTH PARK
2592074,COMMUNITY CREAMERY,Mobile Food Dispenser,3.0,2024-04-03,1,['37'],MCKINLEY PARK
2592034,TACO BURRITO HOUSE BROADWAY CORP,Restaurant,1.0,2024-04-03,1,['51'],LAKE VIEW
2592027,MCDONALD'S #5813,Restaurant,2.0,2024-04-03,1,[],EAST SIDE
2592023,LE PIANO,Restaurant,1.0,2024-04-02,2,"['39', '47', '51', '53', '59']",ROGERS PARK
2591996,MISO & NORI,Restaurant,3.0,2024-04-02,0,[],LINCOLN PARK
2591997,MEXI-TACOS,Mobile Food Preparer,2.0,2024-04-02,1,[],LOWER WEST SIDE
2591989,CHARLES CARROLL ELEMENTARY,School,1.0,2024-04-02,1,[],ASHBURN
2591982,"POTBELLY SANDWICH WORKS, LLC",Restaurant,1.0,2024-04-02,2,"['2', '47']",WEST TOWN
2591976,SHOP & SAVE MARKET #2100,Grocery Store,1.0,2024-04-02,2,"['51', '56', '61']",NORWOOD PARK
2591970,POTBELLY SANDWICH WORKS,Restaurant,1.0,2024-04-02,1,[],LOOP
2591928,BYRD'S HOT CHICKEN,Restaurant,1.0,2024-04-01,0,"['1', '2', '10', '36', '37', '40', '41', '55', '56', '57', '60']",LINCOLN PARK
2591918,XI'AN CUISINE WEST LOOP,Restaurant,1.0,2024-04-01,2,"['1', '2', '10', '10', '21', '37', '38', '47', '49', '55', '56']",NEAR WEST SIDE
2591900,CHIPOTLE MEXICAN GRILL,Restaurant,1.0,2024-04-01,1,['55'],LAKE VIEW
2591887,STAYPINAPPLE CHICAGO,Restaurant,1.0,2024-04-01,1,[],LOOP
2591861,LURE FISHBAR CHICAGO,Restaurant,1.0,2024-04-01,1,[],NEAR NORTH SIDE
2591857,TRADER JOE'S EAST,Grocery Store,2.0,2024-04-01,1,[],NEAR NORTH SIDE
2591855,THE GRAYSTONE TAVERN,Restaurant,1.0,2024-04-01,1,"['47', '55']",LAKE VIEW
2591830,RUNAWAY COW,Restaurant,2.0,2024-03-29,1,[],BRIDGEPORT
2591817,A-MORE,Restaurant,1.0,2024-03-28,0,"['1', '2', '25', '35', '37', '39', '41', '44', '45', '49', '49', '55', '55', '56', '56', '57', '60']",LAKE VIEW
2591791,JOY'S NOODLES & RICE,Restaurant,1.0,2024-03-28,1,['55'],LAKE VIEW
2591781,ARLO CHICAGO,Restaurant,3.0,2024-03-28,1,[],LOOP
2591759,ORIGINAL ALPS,Restaurant,1.0,2024-03-28,1,[],IRVING PARK
2591763,MAISON PARISIENNE,Restaurant,3.0,2024-03-28,1,[],LINCOLN PARK
2591715,JUST SALAD,Restaurant,1.0,2024-03-27,1,['58'],LOOP
2591716,BACINO'S OF LINCOLN PARK LTD,Restaurant,1.0,2024-03-27,0,"['3', '10', '10', '10', '22', '25', '33', '41', '55', '55', '55', '56', '56', '57', '58', '61']",LINCOLN PARK
2591706,CHINA CITY,Restaurant,1.0,2024-03-27,0,"['3', '6', '8', '16', '38', '40', '41', '45', '47', '47', '49', '54', '55', '55', '56', '57', '58']",WEST ENGLEWOOD
2591708,PHO CAFE,Restaurant,1.0,2024-03-27,0,"['10', '13', '16', '22', '38', '38', '38', '39', '39', '48', '60']",ARMOUR SQUARE
2591700,CITY WINERY CHICAGO,Restaurant,1.0,2024-03-27,1,"['10', '39', '56']",NEAR WEST SIDE
2591701,"PATIO BEEF, INC",Restaurant,1.0,2024-03-27,1,[],EDGEWATER
2591689,CARNICERIA RUIZ INC,Grocery Store,1.0,2024-03-27,1,"['47', '55']",AVONDALE
2591680,BURGER KING #215,Restaurant,2.0,2024-03-27,2,"['8', '16', '22', '33', '38', '49', '51', '55', '55', '57']",NORTH PARK
2591670,BONCI ROMAN STYLE PIZZARIA,Restaurant,2.0,2024-03-27,1,[],LAKE VIEW
2591664,TEN CAT TAVERN,TAVERN,3.0,2024-03-26,1,[],LAKE VIEW
2591647,CHEF MAURICE,Shared Kitchen,2.0,2024-03-26,1,[],KENWOOD
2591636,PHOENIX SOY LLC,Restaurant,1.0,2024-03-26,1,[],EDGEWATER
2591641,SUB WAY,Restaurant,1.0,2024-03-26,1,[],CALUMET HEIGHTS
2591602,PUBLICAN QUALITY BREAD,Bakery,1.0,2024-03-26,1,['39'],WEST TOWN
2591609,LA FLOR DE MEXICO,Restaurant,1.0,2024-03-26,1,[],LOWER WEST SIDE
2591607,SMOTHIE RX INC.,Restaurant,1.0,2024-03-26,2,"['10', '10', '10']",NEAR SOUTH SIDE
2591596,PROTEIN BAR,Restaurant,1.0,2024-03-26,1,['56'],NEAR NORTH SIDE
2591565,De La Salle Institute,School,1.0,2024-03-25,1,"['36', '38', '49', '55']",DOUGLAS
2591558,EDGEBROOK COFFEE SHOP,Restaurant,1.0,2024-03-25,1,['55'],FOREST GLEN
2591542,ONE STOP JAMAICA JERK RESTAURANT,Restaurant,1.0,2024-03-22,1,"['37', '57', '58']",SOUTH CHICAGO
2591502,FALCON FUEL,Grocery Store,1.0,2024-03-22,1,[],EAST GARFIELD PARK
2591496,"BILLY GOAT IV, INC.",Restaurant,1.0,2024-03-22,1,[],GARFIELD RIDGE
2591493,KENYATTA'S DAYCARE,Daycare,1.0,2024-03-22,1,[],SOUTH SHORE
2591478,CHISOX BAR & GRILL,Restaurant,1.0,2024-03-22,1,[],ARMOUR SQUARE
2591474,ROGERS PARK TAPROOM & COFFEE HOUSE,Restaurant,3.0,2024-03-22,1,[],ROGERS PARK
2591475,HUBBARD INN,Restaurant,1.0,2024-03-22,1,[],GARFIELD RIDGE
2591440,Stowe,School,1.0,2024-03-21,1,"['55', '55']",HUMBOLDT PARK
2591431,SUSHI TAKU,Restaurant,1.0,2024-03-21,1,[],WEST TOWN
2591420,"CAFE DESCARTES MIDWAY JV, LLC",Restaurant,1.0,2024-03-21,1,[],GARFIELD RIDGE
2591416,PROVIDENT CAFE,Hospital,1.0,2024-03-21,1,[],GRAND BOULEVARD
2591410,ZOUP,Restaurant,1.0,2024-03-21,1,"['36', '49', '57', '58']",LOOP
2591414,WESO,Restaurant,1.0,2024-03-21,0,"['3', '5', '10', '10', '10', '16', '22', '25', '33', '36', '36', '48', '48', '53', '53', '53', '54', '56', '58']",EDISON PARK
2591366,NANDO'S PERI-PERI,Restaurant,1.0,2024-03-20,1,[],NEAR NORTH SIDE
2591356,HAPPY CAMPER,Restaurant,1.0,2024-03-20,1,[],LAKE VIEW
2591355,CHICAGO Q,Restaurant,1.0,2024-03-20,1,['47'],NEAR NORTH SIDE
2591346,TRAVELLE,Restaurant,1.0,2024-03-20,1,[],NEAR NORTH SIDE
2591337,ANN SATHER RESTAURANT,Restaurant,1.0,2024-03-20,1,"['36', '51', '56']",LAKE VIEW
2591276,NORDSTROM ESPRESSO BAR,Restaurant,2.0,2024-03-19,2,"['16', '36']",NEAR NORTH SIDE
2591252,KEMIT ACADEMY INCORPORATED,Children's Services Facility,1.0,2024-03-19,1,['51'],HYDE PARK
2591246,"GODDESS AND THE BAKER MADISON, LLC",Restaurant,1.0,2024-03-19,1,"['36', '41', '55', '58']",LOOP
2591228,ST. REGIS CHICAGO,Restaurant,1.0,2024-03-18,1,[],LOOP
2591197,Shields ANNEX,School,1.0,2024-03-18,1,[],BRIGHTON PARK
2591173,GIORDANO'S GREEKTOWN,Restaurant,1.0,2024-03-18,1,['55'],NEAR WEST SIDE
2591157,CATALOGUE HOUSE,Restaurant,3.0,2024-03-18,1,[],NEAR NORTH SIDE
2591140,PIEROGI KITCHEN,Restaurant,1.0,2024-03-15,1,[],WEST TOWN
2591096,KIDDIE ACADEMY OF LINCOLN PARK,Daycare,1.0,2024-03-15,1,[],LINCOLN PARK
2591090,POPE JOHN PAUL CATHOLIC,School,1.0,2024-03-15,1,[],BRIGHTON PARK
2591086,"CREATIVE KIDZ LEARNING CENTER, INC.",Daycare,1.0,2024-03-15,1,[],WEST RIDGE
2591049,BODY ENGERY CLUB - THE LOOP,Restaurant,2.0,2024-03-14,1,['40'],LOOP
2591041,CESAR'S ON BROADWAY,Restaurant,1.0,2024-03-14,2,"['16', '22', '33', '36', '39', '49', '51', '53', '55', '55', '56', '56', '58']",LAKE VIEW
2591000,FLIP N D'S INC,Restaurant,3.0,2024-03-14,1,[],DUNNING
2590986,MOUNTAIN TOP KIDS,Children's Services Facility,1.0,2024-03-14,1,[],WEST RIDGE
2590955,THE PASTA BOWL,Restaurant,1.0,2024-03-13,2,"['22', '28', '47']",WEST TOWN
2590933,BREAKFAST HOUSE RESTAURANT,Restaurant,1.0,2024-03-13,1,"['43', '47', '49', '55']",LAKE VIEW
2590911,CAVA,Restaurant,1.0,2024-03-12,1,[],WEST TOWN
2590888,CLUB LUCKY INC,Restaurant,1.0,2024-03-12,1,[],WEST TOWN
2590877,SEE THRU CHINESE KITCHEN #19,Restaurant,1.0,2024-03-12,1,['55'],NEW CITY
2590824,BABA'S FAMOUS STEAK AND LEMONADE,Restaurant,1.0,2024-03-11,0,"['2', '10', '10', '22', '33', '51', '55', '57', '58', '60']",EAST GARFIELD PARK
2590777,MAXWELL CHARCOAL GRILL,Restaurant,1.0,2024-03-11,2,"['1', '2', '6', '8', '16', '22', '37', '38', '39', '41', '46', '47', '49', '51', '55', '55', '56', '57', '58']",AUBURN GRESHAM
2590764,THE LITTLE CORNER SNACK SHOP,Restaurant,1.0,2024-03-11,0,"['21', '22', '25', '36', '38', '44', '45', '47', '47', '49', '49', '55', '55', '55', '56', '58', '60']",EDGEWATER
2590739,TACO MAYA,Restaurant,1.0,2024-03-08,1,"['56', '58']",LOOP
2590732,PEARL'S PLACE CAFE,Restaurant,2.0,2024-03-08,1,[],WEST PULLMAN
2590721,SONNY PLACE,Restaurant,1.0,2024-03-08,1,[],ALBANY PARK
2590729,BABA'S,Restaurant,1.0,2024-03-08,1,"['49', '55']",WOODLAWN
2590693,CHURCH'S CHICKEN # 577,Restaurant,2.0,2024-03-08,2,"['2', '21', '36', '49', '55', '55', '56']",AUSTIN
2590678,TWO BROTHERS STORE,Grocery Store,3.0,2024-03-08,1,[],AUSTIN
2590674,PAUL G. STEWART,Golden Diner,1.0,2024-03-08,1,['55'],GRAND BOULEVARD
2590680,John L. Marsh Elementary,School,1.0,2024-03-08,1,['55'],SOUTH DEERING
2590664,CHICAGO OYSTER HOUSE,Restaurant,1.0,2024-03-08,1,"['44', '55']",NEAR SOUTH SIDE
2590658,ARTURO'S MEXICAN FOOD,Restaurant,1.0,2024-03-08,1,[],MONTCLARE
2590653,ERIS BREWERY AND CIDER HOUSE,Restaurant,1.0,2024-03-07,0,"['55', '60']",IRVING PARK
2590651,BP,Restaurant,1.0,2024-03-07,1,"['10', '57']",LOWER WEST SIDE
2590638,TARGET STORE T3447,Grocery Store,2.0,2024-03-07,1,[],PORTAGE PARK
2590629,MILK & HONEY CAFE,Restaurant,1.0,2024-03-07,2,"['47', '61']",WEST TOWN
2590591,UNIVERSITY VILLAGE MONTESSORI SCHOOL,Children's Services Facility,1.0,2024-03-07,1,[],NEAR WEST SIDE
2590596,LEE ELEMENTARY,School,1.0,2024-03-07,1,['51'],WEST LAWN
2590585,SILVER SPOON RESTAURANT,Restaurant,1.0,2024-03-07,1,[],NEAR NORTH SIDE
2590581,Gale Community Academy Annex,School,1.0,2024-03-07,1,[],ROGERS PARK
2590572,M.W. PRINCE HALL GRAND LODGE,Restaurant,1.0,2024-03-06,1,"['51', '55', '55']",OAKLAND
2590569,TAQUERIA EL DORADO,Restaurant,1.0,2024-03-06,1,[],ALBANY PARK
2590562,TAYLOR CENTER FOR NEW EXPERIENCES,Daycare,1.0,2024-03-06,0,['54'],HUMBOLDT PARK
2590557,TANUKI,Restaurant,1.0,2024-03-06,1,[],LAKE VIEW
2590537,BI BI BOP,Restaurant,1.0,2024-03-06,1,[],LOOP
2590536,"BROTHER'S SUBMARINE & CHICKEN, INC.",Restaurant,1.0,2024-03-06,2,"['1', '2', '22', '37', '39', '41', '45', '47', '49', '55', '55', '55', '56', '57']",WEST ENGLEWOOD
2590528,Savanna Restaurant,Restaurant,1.0,2024-03-06,1,[],NORTH CENTER
2590463,CERMAK PRODUCE #5 LTD,Grocery Store,1.0,2024-03-05,1,"['48', '49', '55']",MCKINLEY PARK
2590458,ST. HELEN SCHOOL,School,1.0,2024-03-05,1,[],WEST TOWN
2590455,THE IRISH NOBLEMAN,Restaurant,1.0,2024-03-05,1,['56'],WEST TOWN
2590450,Pasteur,School,1.0,2024-03-05,1,[],WEST ELSDON
2590436,NEW FAMOUS GRILL,Restaurant,1.0,2024-03-05,1,[],AUBURN GRESHAM
