Inspection ID,DBA Name,Facility Type,Risk,Inspection Date,Results,Violations,Community Area Name,Community Area,Birth Rate,General Fertility Rate,Low Birth Weight,Prenatal Care Beginning in First Trimester,Preterm Births,Teen Birth Rate,Assault (Homicide),Breast cancer in females,Cancer (All Sites),Colorectal Cancer,Diabetes-related,Firearm-related,Infant Mortality Rate,Lung Cancer,Prostate Cancer in Males,Stroke (Cerebrovascular Disease),Childhood Blood Lead Level Screening,Childhood Lead Poisoning,Gonorrhea in Females,Gonorrhea in Males,Tuberculosis,Below Poverty Level,Crowded Housing,Per Capita Income,Unemployment
2594450,VALERIO'S TROPICAL BAKESHOP,Bakery,1.0,2024-05-13,1,[],albany park,14,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,101.8,16.8,17.1,11.2,20355,9.0
2594363,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Restaurant,1.0,2024-05-10,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2594351,J AND L FAMILY LEARNING CENTER 2,Children's Services Facility,1.0,2024-05-10,1,"['49', '55']",roseland,49,14.3,68.8,12.2,69.0,12.8,79.7,40.9,43.5,258.5,32.0,95.5,37.7,9.6,70.3,57.6,55.6,369.5,1.9,1512.0,1725.3,7.9,19.5,3.1,17974,17.8
2594291,D'NUEZ,Restaurant,1.0,2024-05-09,1,"['51', '55']",brighton park,58,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,52.7,11.5,23.0,13.2,13138,11.2
2594278,SUMMER HOUSE SANTA MONICA/STELLA BARRA PIZZERIA,Restaurant,1.0,2024-05-09,1,"['16', '49', '51', '55']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2594268,LINCOLN PARK PRESCHOOL AND KINDERGARTEN,Children's Services Facility,1.0,2024-05-09,1,[],lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2594261,SCAFURI BAKERY,Restaurant,1.0,2024-05-09,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2594198,YUZU SUSHI AND ROBATA GRILL,Restaurant,1.0,2024-05-08,1,['47'],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2594179,PETE'S FRESH MARKET #18,Grocery Store,1.0,2024-05-08,1,[],ashburn,70,14.7,69.0,9.0,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529.0,602.9,4.4,9.5,4.2,22078,8.8
2594082,"L AND L LUVABLE DAY CARE,INC",Daycare,1.0,2024-05-07,1,[],south chicago,46,18.1,82.2,13.0,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,893.5,6.9,28.0,5.9,15393,17.7
2594083,PETERSON PK HEALTH CARE CENTER,Long Term Care,1.0,2024-05-07,1,[],north park,13,10.9,54.2,9.7,79.1,10.2,10.5,3.0,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,,.,8.9,12.4,3.8,24941,7.5
2594090,WILLIAM BROWN ELEMENTARY SCHOOL,School,1.0,2024-05-07,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2594057,SEASHELL,Restaurant,2.0,2024-05-06,0,"['2', '3', '22', '33', '38', '38', '39', '49', '53', '55', '55', '55', '56']",north lawndale,29,20.6,86.3,15.3,75.8,15.2,108.9,46.7,45.8,261.5,34.8,99.2,37.6,14.1,61.7,54.0,70.2,565.7,1.4,2529.9,2236.3,9.3,38.6,7.2,12548,18.5
2594062,MONTGOMERY PLACE,Long Term Care,1.0,2024-05-06,1,"['49', '55']",hyde park,41,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144.0,11.7,34.0,5.0,10.4,34.9,24.1,26.0,369.0,0.0,216.6,168.4,5.3,18.2,2.5,39243,6.9
2594059,FRANKIN'S BAKERY,Bakery,2.0,2024-05-06,1,['51'],hermosa,20,20.3,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,114.3,15.8,19.1,8.4,15411,12.9
2594023,DREW'S ON HALSTED,Restaurant,1.0,2024-05-06,1,[],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2594016,ANYTIME NUTRITION,Grocery Store,2.0,2024-05-06,1,[],belmont cragin,19,20.0,88.6,6.9,74.1,7.6,68.2,7.0,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,140.9,9.4,18.6,10.0,15246,11.5
2594009,JORDYN'S SOUL CAFE INC,Restaurant,1.0,2024-05-06,1,[],hyde park,41,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144.0,11.7,34.0,5.0,10.4,34.9,24.1,26.0,369.0,0.0,216.6,168.4,5.3,18.2,2.5,39243,6.9
2594001,"UNIVERSITY KIDS EARLY LEARNING CENTER, INC.",Children's Services Facility,1.0,2024-05-06,1,"['55', '55']",woodlawn,42,15.1,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25.0,11.5,69.8,58.0,60.0,444.3,1.6,1382.0,1818.6,17.4,28.3,1.8,18928,17.3
2593967,Big Star,Restaurant,1.0,2024-05-03,1,[],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2593947,SINYA,Restaurant,1.0,2024-05-03,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2593951,GIOIA RISTORANTE E PASTIFICIO,Restaurant,1.0,2024-05-03,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2593926,BANQUETES LA GLORIA 47TH ST,Restaurant,1.0,2024-05-03,1,[],archer heights,57,18.1,80.0,8.7,74.3,10.0,50.3,16.6,25.2,166.3,9.0,67.7,15.4,5.2,49.6,20.5,41.8,543.5,0.5,,.,1.5,13.0,8.5,16145,14.2
2593933,SKY CHOP SUEY INC,Restaurant,1.0,2024-05-03,0,['38'],ashburn,70,14.7,69.0,9.0,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529.0,602.9,4.4,9.5,4.2,22078,8.8
2593911,HERITAGE RESTAURANT & CAVIAR BAR,Restaurant,1.0,2024-05-03,1,"['10', '54']",west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2593912,SIP & SAVOR,Restaurant,1.0,2024-05-03,1,"['49', '55']",hyde park,41,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144.0,11.7,34.0,5.0,10.4,34.9,24.1,26.0,369.0,0.0,216.6,168.4,5.3,18.2,2.5,39243,6.9
2593901,THE FAT SHALLOT,Mobile Food Preparer,2.0,2024-05-03,1,[],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2593890,COURTYARD BY MARRIOTT,Restaurant,1.0,2024-05-03,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2593900,URBAN TABLES,Catering,1.0,2024-05-03,2,['2'],rogers park,1,16.4,62.0,11.0,73.0,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,423.3,11.4,22.7,7.9,23714,7.5
2593885,ECUADORIAN GUSS BAKERY,Restaurant,1.0,2024-05-03,0,"['3', '23', '36', '37', '37', '38', '40', '44', '47', '53', '54', '55']",albany park,14,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,101.8,16.8,17.1,11.2,20355,9.0
2593867,Rainbow Cone,Restaurant,2.0,2024-05-02,1,"['10', '51']",west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2593846,3 KINGS JERK & SOUL LLC,Restaurant,1.0,2024-05-02,1,"['55', '56']",austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2593842,CHEF ART SMITH'S REUNION RESTAURANT,Restaurant,1.0,2024-05-02,1,['33'],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2593826,DIMO'S PIZZA WRIGLEYVILLE,Restaurant,1.0,2024-05-02,1,[],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2593795,7 HEAVEN FOOD MART,Grocery Store,3.0,2024-05-02,1,['55'],rogers park,1,16.4,62.0,11.0,73.0,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,423.3,11.4,22.7,7.9,23714,7.5
2593790,RUSH UNIVERSITY MEDICAL CENTER,Hospital,1.0,2024-05-02,1,"['55', '55']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2593886,CHICAGO CUT STEAKHOUSE,Restaurant,3.0,2024-05-02,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2593766,JERK MAN,Restaurant,1.0,2024-05-01,1,"['40', '43', '47', '47', '47', '49', '49', '53', '55', '56', '56', '57', '58']",greater grand crossing,69,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,2034.2,4.8,25.6,4.2,17213,18.9
2593756,DUNKIN DONUTS,Restaurant,2.0,2024-05-01,1,['10'],ashburn,70,14.7,69.0,9.0,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529.0,602.9,4.4,9.5,4.2,22078,8.8
2593745,CHELY'S,Shared Kitchen,1.0,2024-05-01,1,[],west ridge,2,17.3,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36.0,14.2,34.7,331.4,1.0,141.0,205.7,8.9,15.1,7.0,21375,7.9
2593722,INDUSTRY ALES,Restaurant,3.0,2024-04-30,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2593690,BIG TONY'S,Restaurant,1.0,2024-04-30,1,[],austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2593658,Piccolo Specialty School,School,1.0,2024-04-30,1,[],humboldt park,23,19.2,80.7,12.3,70.9,11.7,77.9,29.0,26.3,211.1,26.6,94.1,22.7,9.8,48.0,52.5,53.5,447.7,1.3,1234.7,937.5,9.7,32.6,11.2,13391,12.3
2593620,MOJO,Restaurant,2.0,2024-04-29,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2593602,GOURMET GORILLA,Catering,1.0,2024-04-29,1,[],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2593549,LOS PRIMOS FRESH MARKET & TAQUERIA LLC,Grocery Store,1.0,2024-04-29,1,"['38', '47', '49', '55', '55']",garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2593513,ADVOCATE TRINITY HOSPITAL,Hospital,1.0,2024-04-26,2,[],calumet heights,48,10.0,57.4,9.3,75.0,16.4,39.3,19.5,33.5,216.6,36.0,81.4,24.5,13.9,48.0,40.4,39.2,383.2,0.3,1188.0,1106.5,2.8,12.0,1.8,28977,17.2
2593477,ELAINE'S CHOP SUEY 1,Restaurant,1.0,2024-04-26,1,[],new city,61,21.4,93.4,11.8,75.9,12.2,94.3,26.6,23.6,235.2,29.2,83.7,24.6,7.9,69.4,40.7,50.2,555.0,0.8,1052.6,579.7,9.3,30.6,12.2,12524,17.4
2593458,MORRISON'S SOUL FOOD,Restaurant,1.0,2024-04-25,0,"['37', '37', '38', '39', '41', '43', '44', '47', '47', '48', '49', '53', '54', '55', '55', '55', '55', '60']",greater grand crossing,69,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,2034.2,4.8,25.6,4.2,17213,18.9
2593459,PIECE OUT,Restaurant,3.0,2024-04-25,1,[],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2593462,"JAMAICA JERK SPICE, INC",Restaurant,1.0,2024-04-25,1,"['10', '38']",woodlawn,42,15.1,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25.0,11.5,69.8,58.0,60.0,444.3,1.6,1382.0,1818.6,17.4,28.3,1.8,18928,17.3
2593448,AJAWAAH SWEETS,Restaurant,1.0,2024-04-25,1,[],west ridge,2,17.3,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36.0,14.2,34.7,331.4,1.0,141.0,205.7,8.9,15.1,7.0,21375,7.9
2593413,NICK'S GYROS,Restaurant,1.0,2024-04-25,0,"['1', '2', '3', '10', '16', '21', '37', '38', '39', '41', '45', '47', '49', '55']",west englewood,67,20.3,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75.0,64.6,450.6,2.6,2762.2,2545.7,10.9,32.3,6.9,10559,34.7
2593402,BARTACO,Restaurant,1.0,2024-04-25,1,['58'],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2593394,Tropical Smoothie Cafe,Restaurant,2.0,2024-04-25,1,[],lincoln square,4,17.1,61.0,8.1,80.5,9.7,38.4,5.0,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,195.5,8.5,9.5,3.1,35503,6.8
2593363,TACO & BURRITO HOUSE,Restaurant,1.0,2024-04-24,1,"['49', '58']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2593359,ESTHER'S ICE CREAM,Mobile Food Dispenser,3.0,2024-04-24,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2593349,BRODYS HOUSE OF COOKED FISH & CHICKEN,Restaurant,2.0,2024-04-24,1,"['63', '64']",greater grand crossing,69,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,2034.2,4.8,25.6,4.2,17213,18.9
2593345,DEL-KAR PHARMACY INC,Grocery Store,3.0,2024-04-24,1,['36'],north lawndale,29,20.6,86.3,15.3,75.8,15.2,108.9,46.7,45.8,261.5,34.8,99.2,37.6,14.1,61.7,54.0,70.2,565.7,1.4,2529.9,2236.3,9.3,38.6,7.2,12548,18.5
2593323,PRECIOUS LITTLE ONE'S LEARNING CENTER,Children's Services Facility,1.0,2024-04-24,1,['55'],washington park,40,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26.0,258.0,31.9,88.2,39.5,19.3,79.8,67.0,43.3,502.4,0.4,2145.8,2058,5.0,39.1,4.9,13087,23.2
2593295,QUANG NOODLE,Shared Kitchen,1.0,2024-04-23,1,[],west ridge,2,17.3,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36.0,14.2,34.7,331.4,1.0,141.0,205.7,8.9,15.1,7.0,21375,7.9
2593286,SUBWAY,Restaurant,1.0,2024-04-23,1,[],south shore,43,15.7,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246.0,25.1,95.4,30.0,11.4,70.0,54.8,53.2,470.3,1.1,1718.6,1357.1,11.7,31.5,2.9,18366,17.7
2593244,MOTHER PREPPER,Shared Kitchen,1.0,2024-04-23,1,[],logan square,22,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209.0,159.3,8.4,17.2,3.2,29026,7.5
2593203,BOB'S PIZZA,Restaurant,1.0,2024-04-22,1,['51'],hyde park,41,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144.0,11.7,34.0,5.0,10.4,34.9,24.1,26.0,369.0,0.0,216.6,168.4,5.3,18.2,2.5,39243,6.9
2593179,IT'SUGAR,Grocery Store,3.0,2024-04-22,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2593188,LINCOLN PK COOPERATIVE NURSERY,Daycare,1.0,2024-04-22,1,[],lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2593181,MAKKI MART CORP,Grocery Store,2.0,2024-04-22,1,[],west ridge,2,17.3,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36.0,14.2,34.7,331.4,1.0,141.0,205.7,8.9,15.1,7.0,21375,7.9
2593157,PANDA EXPRESS #1422,Restaurant,1.0,2024-04-22,1,"['55', '58']",morgan park,75,13.2,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50.0,39.8,47.9,298.8,1.3,800.5,741.1,2.6,13.7,0.8,26185,14.9
2593132,Olive-Harvey Middle College (YCCS),School,3.0,2024-04-22,1,['10'],pullman,50,14.3,66.5,11.2,81.3,12.1,67.9,32.2,34.6,262.5,28.1,78.5,32.1,13.6,83.8,92.9,65.3,398.5,3.7,829.1,1480.4,2.7,20.1,1.4,19007,21.0
2593117,MAC DYNAMITE,Shared Kitchen,1.0,2024-04-22,1,[],edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2593102,LITTLE MIRACLES DAYCARE & LEARNING ACADEMY INC.,Daycare,1.0,2024-04-19,1,['55'],south chicago,46,18.1,82.2,13.0,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,893.5,6.9,28.0,5.9,15393,17.7
2593081,THE QUEEN MARY,Restaurant,1.0,2024-04-19,1,[],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2593007,MARISCOS EL BARBAS,Restaurant,1.0,2024-04-18,1,['47'],albany park,14,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,101.8,16.8,17.1,11.2,20355,9.0
2592994,CULVER'S OF MIDWAY,Restaurant,1.0,2024-04-18,2,"['10', '55', '58']",clearing,64,14.6,68.3,7.4,85.8,8.0,38.7,9.4,23.6,189.4,22.5,72.0,12.7,6.7,58.6,18.7,53.5,302.0,0.3,,.,0.9,5.9,3.4,23920,9.6
2592985,JERSEY MIKES,Restaurant,1.0,2024-04-18,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2592950,LA ESCUELITA NUMERO CUATRO,Children's Services Facility,1.0,2024-04-17,1,[],austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2592945,CRUMBL COOKIES,Bakery,2.0,2024-04-17,1,[],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2592942,BURGER KING #5818,Restaurant,2.0,2024-04-17,1,[],east side,52,17.7,85.8,6.4,73.3,11.0,53.0,10.7,15.3,182.9,12.9,73.9,10.1,3.7,45.9,26.2,33.3,398.5,0.9,191.2,98.6,5.2,18.7,8.3,15347,14.5
2592938,MIMI'S KIMBAP LLC,Shared Kitchen,1.0,2024-04-17,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2592919,MARRIOTT MARQUIS CHICAGO,Restaurant,1.0,2024-04-17,1,[],near south side,33,21.4,72.9,8.8,78.1,10.9,50.9,4.8,31.9,169.0,19.2,61.5,6.6,4.8,46.2,51.4,52.4,301.3,0.2,300.6,318.7,5.0,11.1,1.4,60593,5.7
2592888,CHICAGO NO SAUCE BOSS,Restaurant,1.0,2024-04-16,2,"['56', '60']",grand boulevard,38,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39.0,46.7,590.4,1.0,1454.6,1680,13.2,28.3,2.7,22056,20.6
2592867,G & N SNACK SHOP,Restaurant,1.0,2024-04-16,2,"['2', '10', '10', '22', '23', '37', '41', '45', '47', '47', '49', '49', '54', '55', '55', '57']",austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2592864,AFC SUSHI @ JEWEL OSCO#2502,Grocery Store,1.0,2024-04-16,1,[],lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2592861,AIN'T SHE SWEET CAFE,Restaurant,1.0,2024-04-16,1,[],grand boulevard,38,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39.0,46.7,590.4,1.0,1454.6,1680,13.2,28.3,2.7,22056,20.6
2592858,TACO BELL,Restaurant,1.0,2024-04-16,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2592829,STEAK & EGGER,Restaurant,1.0,2024-04-16,1,[],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2592845,CHICK-FIL-A  LOYOLA WATER TOWER,Restaurant,1.0,2024-04-16,1,"['55', '55', '56']",near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2592818,CHIP CITY,Bakery,2.0,2024-04-16,0,"['52', '57']",near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2592778,PROVARE,Restaurant,1.0,2024-04-15,0,"['16', '43', '48', '49', '51', '55', '55', '55']",west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2592772,QUESADILLA LA REINA DEL SUR INC.,Restaurant,1.0,2024-04-15,1,[],logan square,22,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209.0,159.3,8.4,17.2,3.2,29026,7.5
