Inspection ID,DBA Name,Facility Type,Risk,Inspection Date,Results,Violations,Community Area Name,Community Area,Birth Rate,General Fertility Rate,Low Birth Weight,Prenatal Care Beginning in First Trimester,Preterm Births,Teen Birth Rate,Assault (Homicide),Breast cancer in females,Cancer (All Sites),Colorectal Cancer,Diabetes-related,Firearm-related,Infant Mortality Rate,Lung Cancer,Prostate Cancer in Males,Stroke (Cerebrovascular Disease),Childhood Blood Lead Level Screening,Childhood Lead Poisoning,Gonorrhea in Females,Gonorrhea in Males,Tuberculosis,Below Poverty Level,Crowded Housing,Per Capita Income,Unemployment
2588662,JERK 48 EAST INC.,Restaurant,1.0,2024-01-26,0,"['1', '2', '6', '37', '39', '43', '45', '47', '49', '51', '55', '57', '60']",calumet heights,48,10.0,57.4,9.3,75.0,16.4,39.3,19.5,33.5,216.6,36.0,81.4,24.5,13.9,48.0,40.4,39.2,383.2,0.3,1188.0,1106.5,2.8,12.0,1.8,28977,17.2
2590861,"SPOKEN, CHICAGO",Restaurant,1.0,2024-03-12,1,"['37', '44', '45', '49', '54', '55', '55']",lincoln square,4,17.1,61.0,8.1,80.5,9.7,38.4,5.0,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,195.5,8.5,9.5,3.1,35503,6.8
2594419,THE PARK SUPPER CLUB,Restaurant,1.0,2024-05-10,2,"['2', '37', '49', '51', '55', '57', '58']",washington park,40,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26.0,258.0,31.9,88.2,39.5,19.3,79.8,67.0,43.3,502.4,0.4,2145.8,2058,5.0,39.1,4.9,13087,23.2
2590890,MIGOS FINE FOODS,Restaurant,1.0,2024-03-12,1,['51'],portage park,15,14.2,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,84.9,4.0,12.3,4.4,23617,10.6
2592373,WHITE PALACE GRILL,Restaurant,1.0,2024-04-09,2,"['16', '22', '39', '55']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2593003,FIVE GUYS BURGER & FRIES,Restaurant,2.0,2024-04-18,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2589370,CARRIBEAN JERK JOINT,Restaurant,1.0,2024-02-08,2,"['5', '37', '51', '55', '55', '56']",calumet heights,48,10.0,57.4,9.3,75.0,16.4,39.3,19.5,33.5,216.6,36.0,81.4,24.5,13.9,48.0,40.4,39.2,383.2,0.3,1188.0,1106.5,2.8,12.0,1.8,28977,17.2
2589679,HOLY SMOQUES BBQ,Restaurant,1.0,2024-02-15,1,['58'],south lawndale,30,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65.0,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,106.8,7.9,28.1,17.6,10697,11.5
2592788,GINA'S CHICKEN,Restaurant,1.0,2024-04-15,2,"['55', '60']",east side,52,17.7,85.8,6.4,73.3,11.0,53.0,10.7,15.3,182.9,12.9,73.9,10.1,3.7,45.9,26.2,33.3,398.5,0.9,191.2,98.6,5.2,18.7,8.3,15347,14.5
2593452,EL MALECON,Restaurant,1.0,2024-04-25,1,"['10', '16', '47', '55', '56']",south deering,51,15.8,76.7,14.9,76.9,15.7,65.3,41.3,25.3,224.0,32.5,80.6,35.1,11.8,59.2,48.7,54.9,427.1,0.3,907.0,1018.2,2.6,24.5,6.0,15506,11.8
2590619,BIGYING,Restaurant,2.0,2024-03-07,2,"['5', '10', '16', '47']",armour square,34,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,218,22.7,35.8,5.9,16942,11.6
2590525,ARAMARK - CAFE CENTRAL,Restaurant,1.0,2024-03-06,1,[],hyde park,41,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144.0,11.7,34.0,5.0,10.4,34.9,24.1,26.0,369.0,0.0,216.6,168.4,5.3,18.2,2.5,39243,6.9
2589278,"SHAVED ICE DISTRIBUTORS, INC.",Shared Kitchen,1.0,2024-02-07,1,['45'],mckinley park,59,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0.0,51.7,529.6,0.8,141.4,.,11.5,16.1,6.9,17577,11.9
2591725,THE CLARK STREET DOG,Restaurant,1.0,2024-03-27,1,"['47', '49']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2589834,ARAMARK - SKY CAFE,Restaurant,1.0,2024-02-21,2,"['47', '55', '55', '57', '58', '60']",hyde park,41,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144.0,11.7,34.0,5.0,10.4,34.9,24.1,26.0,369.0,0.0,216.6,168.4,5.3,18.2,2.5,39243,6.9
2594017,BANGES,Shared Kitchen,1.0,2024-05-06,1,['57'],west englewood,67,20.3,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75.0,64.6,450.6,2.6,2762.2,2545.7,10.9,32.3,6.9,10559,34.7
2591369,CHI-TOWN FAVORITES,Mobile Food Preparer,2.0,2024-03-20,2,['16'],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2589398,290 QUICK MART & TOBACCO,Grocery Store,3.0,2024-02-09,1,"['36', '38', '51']",austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2592883,CLUCK'N WINGS,Restaurant,1.0,2024-04-16,1,"['47', '55', '58']",lincoln square,4,17.1,61.0,8.1,80.5,9.7,38.4,5.0,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,195.5,8.5,9.5,3.1,35503,6.8
2593488,SOPHY HYDE PARK,Restaurant,1.0,2024-04-26,1,"['49', '56']",hyde park,41,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144.0,11.7,34.0,5.0,10.4,34.9,24.1,26.0,369.0,0.0,216.6,168.4,5.3,18.2,2.5,39243,6.9
2593366,MICHOACANA SWEETS,Restaurant,2.0,2024-04-24,1,[],gage park,63,21.8,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171.0,13.6,65.0,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,149.2,7.0,20.8,17.4,12014,14.0
2591683,LA ESPERANZA RESTAURANT,Restaurant,1.0,2024-03-27,1,"['16', '39', '48']",lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2592621,BURGER BOY EXPRESS INC.,Restaurant,1.0,2024-04-12,0,"['10', '47', '49', '51', '55', '56']",lincoln square,4,17.1,61.0,8.1,80.5,9.7,38.4,5.0,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,195.5,8.5,9.5,3.1,35503,6.8
2589227,EL CHARRO,Restaurant,1.0,2024-02-06,2,"['39', '41', '47', '49', '51', '53', '55', '56', '56', '57', '60']",lincoln square,4,17.1,61.0,8.1,80.5,9.7,38.4,5.0,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,195.5,8.5,9.5,3.1,35503,6.8
2593355,"KIDDIELAND EDUCATIONAL CENTER OF EXCELLENCE II, IN",Children's Services Facility,1.0,2024-04-24,1,[],portage park,15,14.2,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,84.9,4.0,12.3,4.4,23617,10.6
2590945,BRIGHT SCHOLARS CLUBHOUSE PREP.,Daycare,1.0,2024-03-13,1,[],washington heights,73,12.0,61.0,19.6,75.4,16.2,65.0,38.0,47.9,260.6,29.7,79.5,35.6,11.2,70.0,56.2,57.6,371.4,1.5,1298.2,1274.2,3.0,15.7,1.1,19709,18.3
2588670,PETE'S  PIZZA & BAKEHOUSE,Restaurant,1.0,2024-01-26,0,"['15', '16', '37', '47', '47', '49', '55', '55', '57', '60']",edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2593277,MR TANDOOR,Restaurant,1.0,2024-04-23,0,"['3', '5', '37', '38', '39', '44', '47', '48', '49', '51', '53', '55', '57', '58']",rogers park,1,16.4,62.0,11.0,73.0,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,423.3,11.4,22.7,7.9,23714,7.5
2588815,CHICAGO SUB,Restaurant,2.0,2024-01-30,1,"['10', '37', '49', '49', '54', '55', '55']",austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2589561,ALDEN LINCOLN PK REHAB HLTH CT,Long Term Care,1.0,2024-02-14,1,['55'],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2592112,"SMART MINDS ACADEMY, INC.",Daycare,1.0,2024-04-04,1,['54'],ashburn,70,14.7,69.0,9.0,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529.0,602.9,4.4,9.5,4.2,22078,8.8
2593655,ALONTI CATERING KITCHEN,Catering,1.0,2024-04-30,1,"['37', '47', '56']",loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2592143,Katten Chicago 22nd Floor Cafe,Restaurant,1.0,2024-04-04,1,['10'],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2594355,THE BUDLONG SOUTHERN CHICKEN,Restaurant,1.0,2024-05-10,1,"['16', '49', '55']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2590718,MR TACO MEX,Restaurant,1.0,2024-03-08,1,"['10', '37', '44', '45', '47', '47', '51', '57', '58']",south deering,51,15.8,76.7,14.9,76.9,15.7,65.3,41.3,25.3,224.0,32.5,80.6,35.1,11.8,59.2,48.7,54.9,427.1,0.3,907.0,1018.2,2.6,24.5,6.0,15506,11.8
2588863,CM CHICKEN 88MARKET,Restaurant,1.0,2024-01-30,2,"['2', '10', '44', '55']",lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2589984,WINGSTOP #587,Restaurant,1.0,2024-02-23,1,"['49', '55', '56']",garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2588632,ARTHUR  A. LIBBY ELEMENTARY SCHOOL,School,1.0,2024-01-26,1,"['10', '55']",new city,61,21.4,93.4,11.8,75.9,12.2,94.3,26.6,23.6,235.2,29.2,83.7,24.6,7.9,69.4,40.7,50.2,555.0,0.8,1052.6,579.7,9.3,30.6,12.2,12524,17.4
2588444,KITE ROOM,Restaurant,3.0,2024-01-23,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2578988,MONSTER DOG,Mobile Food Preparer,2.0,2023-07-25,1,[],east garfield park,27,19.4,80.8,17.5,73.2,16.3,93.2,38.4,21.7,236.8,24.8,97.3,37.1,11.0,56.3,78.1,47.5,503.7,0.9,2325.1,1730.2,13.6,39.7,7.5,13596,16.4
2590609,BRONZEVILLE FOOD MART,Grocery Store,2.0,2024-03-07,1,['38'],kenwood,39,12.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,549.1,0.0,23.1,2.3,37519,11.0
2591744,G&S SUPERMARKET,Grocery Store,3.0,2024-03-28,2,"['5', '10', '36', '51', '53', '53', '55', '55', '55', '56']",uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
2590558,TAKIBI,Restaurant,1.0,2024-03-06,1,"['47', '55', '58']",rogers park,1,16.4,62.0,11.0,73.0,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,423.3,11.4,22.7,7.9,23714,7.5
2590062,McDonald's Restaurant,Restaurant,2.0,2024-02-26,2,"['2', '49', '55']",austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2588727,ELEVEN CITY DINER,Restaurant,1.0,2024-01-29,2,"['21', '22']",loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2591543,JUSTICE OF THE PIES,Bakery,1.0,2024-03-22,1,"['41', '51']",avalon park,45,13.3,69.6,19.7,74.5,14.6,63.9,22.1,33.8,239.6,27.7,83.9,18.5,11.4,57.9,45.1,44.5,434.8,0.6,1139.9,2059.9,1.9,16.7,0.6,23495,16.6
2589167,BACCI CAFE & PIZZERIA LTD,Restaurant,1.0,2024-02-05,1,"['47', '56', '57', '58']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2590771,SWADESI CAFE,Restaurant,2.0,2024-03-11,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2588723,Nettelhorst Elementary,School,1.0,2024-01-29,1,"['36', '38']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2594225,T&J FOOD SERVICES LLC,Mobile Food Preparer,2.0,2024-05-08,1,['39'],east garfield park,27,19.4,80.8,17.5,73.2,16.3,93.2,38.4,21.7,236.8,24.8,97.3,37.1,11.0,56.3,78.1,47.5,503.7,0.9,2325.1,1730.2,13.6,39.7,7.5,13596,16.4
2589216,DUNKIN,Restaurant,2.0,2024-02-06,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2593936,FOODHERO,Restaurant,1.0,2024-05-03,2,"['22', '33', '55', '55', '56']",south lawndale,30,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65.0,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,106.8,7.9,28.1,17.6,10697,11.5
2590966,IMPERIAL RESTAURANT,Restaurant,1.0,2024-03-13,0,"['2', '10', '14', '16', '38', '49', '49', '51', '54', '54', '56', '56', '58', '60']",armour square,34,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,218,22.7,35.8,5.9,16942,11.6
2592207,VILLA ROSA ON ARCHER,Restaurant,1.0,2024-04-05,2,['63'],garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2589374,FLO & SANTO,Restaurant,1.0,2024-02-08,0,"['10', '10', '16', '16', '28', '49', '52', '55', '56', '60']",near south side,33,21.4,72.9,8.8,78.1,10.9,50.9,4.8,31.9,169.0,19.2,61.5,6.6,4.8,46.2,51.4,52.4,301.3,0.2,300.6,318.7,5.0,11.1,1.4,60593,5.7
2594350,AGUELA'S RESTAURANT,Restaurant,1.0,2024-05-10,2,"['1', '2', '49', '53', '57', '58']",gage park,63,21.8,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171.0,13.6,65.0,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,149.2,7.0,20.8,17.4,12014,14.0
2592118,LA MALINCHE COFFEE HOUSE LLC,Restaurant,1.0,2024-04-04,1,"['40', '51', '55', '56']",lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2592202,LYRA,Restaurant,1.0,2024-04-05,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2592288,GARRETT POPCORN SHOP MDW-CM,Restaurant,2.0,2024-04-08,1,[],garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2591171,Mitchell,School,1.0,2024-03-18,1,[],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2594129,FORTY BELOW LLC,Mobile Food Dispenser,3.0,2024-05-07,1,[],austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2591667,ANGELS DAY CARE CENTER,Children's Services Facility,1.0,2024-03-27,1,[],lincoln square,4,17.1,61.0,8.1,80.5,9.7,38.4,5.0,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,195.5,8.5,9.5,3.1,35503,6.8
2593899,POZOLERIA Y ANTOJITOS MARTHA INC.,Restaurant,1.0,2024-05-03,1,"['55', '57']",south lawndale,30,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65.0,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,106.8,7.9,28.1,17.6,10697,11.5
2593853,DIRTY TIFFS CAFE,Restaurant,1.0,2024-05-02,1,"['49', '53', '55', '55']",grand boulevard,38,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39.0,46.7,590.4,1.0,1454.6,1680,13.2,28.3,2.7,22056,20.6
2593403,ROY'S SOUL FOOD,Restaurant,1.0,2024-04-25,1,"['38', '41', '47', '49', '55', '57']",greater grand crossing,69,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,2034.2,4.8,25.6,4.2,17213,18.9
2589255,LA CATEDRAL EXPRESS,Restaurant,1.0,2024-02-06,1,"['38', '52']",brighton park,58,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,52.7,11.5,23.0,13.2,13138,11.2
2592042,EGGSCELLENT BREAKFAST,Restaurant,1.0,2024-04-03,2,"['6', '10', '22', '40', '41', '43', '47', '51', '56']",portage park,15,14.2,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,84.9,4.0,12.3,4.4,23617,10.6
2588696,CASA MADAI,Restaurant,1.0,2024-01-26,1,[],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2590273,PEQUENOS GIANTS ACADEMY CHILD CARE CENTER LLC,Daycare,1.0,2024-02-28,1,[],new city,61,21.4,93.4,11.8,75.9,12.2,94.3,26.6,23.6,235.2,29.2,83.7,24.6,7.9,69.4,40.7,50.2,555.0,0.8,1052.6,579.7,9.3,30.6,12.2,12524,17.4
2591560,"WEST TOWN DAYCARE ,LLC",Children's Services Facility,1.0,2024-03-25,0,['10'],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2591384,GABY'S FUNNEL CAKES #1 INC.,Restaurant,2.0,2024-03-21,1,[],humboldt park,23,19.2,80.7,12.3,70.9,11.7,77.9,29.0,26.3,211.1,26.6,94.1,22.7,9.8,48.0,52.5,53.5,447.7,1.3,1234.7,937.5,9.7,32.6,11.2,13391,12.3
2593109,GIVE ME SOME SUGAH,Restaurant,1.0,2024-04-19,1,"['51', '55', '56', '57']",south shore,43,15.7,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246.0,25.1,95.4,30.0,11.4,70.0,54.8,53.2,470.3,1.1,1718.6,1357.1,11.7,31.5,2.9,18366,17.7
2590492,TONY'S FAMOUS STEAK & LEMONADE,Restaurant,1.0,2024-03-05,2,"['3', '38', '47', '47', '49', '53', '55', '55', '55', '58']",auburn gresham,71,15.1,70.5,11.6,71.8,13.9,83.1,37.6,41.9,243.0,24.5,83.6,32.6,15.6,65.1,43.5,63.7,393.8,1.5,2032.2,1986.7,7.3,24.5,4.1,16022,24.2
2591853,OH HEN MART,Grocery Store,1.0,2024-04-01,2,"['1', '2', '39', '49', '55', '55', '55']",calumet heights,48,10.0,57.4,9.3,75.0,16.4,39.3,19.5,33.5,216.6,36.0,81.4,24.5,13.9,48.0,40.4,39.2,383.2,0.3,1188.0,1106.5,2.8,12.0,1.8,28977,17.2
2588617,SWEETWATER,Restaurant,1.0,2024-01-25,1,"['47', '47', '55']",loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2592355,CHILDREN'S WORLD,Children's Services Facility,1.0,2024-04-08,1,[],mckinley park,59,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0.0,51.7,529.6,0.8,141.4,.,11.5,16.1,6.9,17577,11.9
2590737,JERK & SOUL FOOD LLC,Restaurant,1.0,2024-03-08,0,"['38', '38', '48', '55', '56', '60']",douglas,35,10.3,42.2,11.7,76.0,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0.0,1063.3,727.4,4.2,26.1,1.6,23098,16.7
2589963,PINKY'S TREATS,Restaurant,2.0,2024-02-23,1,[],grand boulevard,38,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39.0,46.7,590.4,1.0,1454.6,1680,13.2,28.3,2.7,22056,20.6
2592770,RAYMOND'S HAMBURGERS & TACOS,Restaurant,1.0,2024-04-15,0,['36'],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2591491,CSJ GASMART,Restaurant,3.0,2024-03-22,1,['36'],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2591638,GRAND CHINESE KITCHEN,Restaurant,1.0,2024-03-26,1,"['36', '40', '49', '55', '57']",calumet heights,48,10.0,57.4,9.3,75.0,16.4,39.3,19.5,33.5,216.6,36.0,81.4,24.5,13.9,48.0,40.4,39.2,383.2,0.3,1188.0,1106.5,2.8,12.0,1.8,28977,17.2
2590725,ZUCCI'S EVENTS & DINING INC.,Catering,1.0,2024-03-08,1,"['37', '47', '55', '57', '58']",north park,13,10.9,54.2,9.7,79.1,10.2,10.5,3.0,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,,.,8.9,12.4,3.8,24941,7.5
2588843,SAZON CUBANO 2.0,Restaurant,1.0,2024-01-30,1,['51'],logan square,22,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209.0,159.3,8.4,17.2,3.2,29026,7.5
2591304,RUMAN CHAI SHAI & RESTAURANT,Restaurant,1.0,2024-03-19,2,"['3', '5', '47', '47', '49']",west ridge,2,17.3,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36.0,14.2,34.7,331.4,1.0,141.0,205.7,8.9,15.1,7.0,21375,7.9
2583892,"STEPPING STONE BEFORE & AFTER CARE, CORP.",Children's Services Facility,1.0,2023-10-24,1,[],chatham,44,14.4,71.3,15.4,72.5,15.6,68.2,45.2,41.9,213.5,24.1,73.2,37.9,10.9,51.5,47.9,50.3,418.3,0.5,1896.3,1855.8,8.2,25.3,2.2,20320,19.0
2591920,BERGHOFF'S,Restaurant,1.0,2024-04-01,2,"['16', '20']",loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2593537,THE ABERDEEN TAP,Restaurant,1.0,2024-04-26,2,"['3', '22', '57']",west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
